# -*- coding: utf-8 -*-,,,,,,,,,,,,,
,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Experiment: mild-master,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Times,,,,,,
itd_pilot3,11,9/13/2024,11,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/10__side=r_itd=100_az=0_mag=0__l=dash-dash-gash-gash-gash-dash-bash-dash-bash-gash-dash-dash__r=gash-gash-gash-bash-gash-bash-gash-bash-dash-dash-dash-bash.wav,4257.759502,5705.916466,7497.829475,10686.34597,,,
itd_pilot3,12,9/13/2024,12,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/10__side=l_itd=200_az=0_mag=0__l=dash-gash-dash-gash-gash-gash-bash-gash-dash-dash-bash-gash__r=dash-bash-dash-bash-dash-dash-gash-gash-dash-bash-gash-bash.wav,7011.522214,10043.48992,,,,,
itd_pilot3,13,9/13/2024,13,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/10__side=r_itd=50_az=0_mag=0__l=gash-gash-gash-dash-dash-bash-dash-gash-gash-bash-gash-gash__r=dash-dash-bash-dash-bash-dash-bash-dash-dash-dash-gash-bash.wav,3482.01377,5520.53582,6992.632836,,,,
itd_pilot3,14,9/13/2024,14,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/10__side=r_itd=400_az=0_mag=0__l=gash-bash-gash-gash-dash-dash-gash-bash-gash-bash-dash-bash__r=gash-dash-gash-dash-dash-gash-bash-gash-bash-dash-dash-gash.wav,7033.814922,8390.974535,,,,,
itd_pilot3,15,9/13/2024,15,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/10__side=l_itd=100_az=0_mag=0__l=gash-bash-gash-dash-dash-dash-gash-gash-gash-dash-bash-dash__r=gash-dash-bash-dash-gash-dash-bash-gash-dash-bash-dash-bash.wav,3151.079579,6757.603292,9189.584868,,,,
itd_pilot3,16,9/13/2024,16,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/10__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-gash-dash-dash-gash-dash-gash-bash-gash-dash__r=dash-gash-gash-bash-dash-bash-gash-bash-dash-dash-bash-gash.wav,3731.864796,8947.757503,,,,,
itd_pilot3,17,9/13/2024,17,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/11__side=r_itd=50_az=0_mag=0__l=dash-gash-gash-gash-dash-bash-dash-bash-dash-dash-gash-dash__r=gash-gash-bash-dash-bash-dash-bash-gash-gash-bash-gash-gash.wav,3777.731311,5772.481125,8980.557066,,,,
itd_pilot3,18,9/13/2024,18,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/11__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-dash-dash-gash-gash-gash-gash-gash-dash-bash__r=gash-gash-gash-bash-dash-bash-dash-bash-dash-bash-dash-gash.wav,2802.24561,7847.746754,10663.67664,,,,
itd_pilot3,19,9/13/2024,19,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/11__side=l_itd=400_az=0_mag=0__l=gash-gash-dash-dash-bash-gash-gash-gash-bash-dash-bash-dash__r=dash-dash-gash-bash-gash-dash-bash-gash-gash-bash-dash-gash.wav,5101.729031,8117.752501,9914.068239,,,,
itd_pilot3,20,9/13/2024,20,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/11__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-gash-gash-gash-bash-dash-gash-dash-dash-gash__r=gash-gash-bash-gash-dash-bash-gash-bash-dash-gash-bash-dash.wav,2905.252931,6181.408978,7604.991511,10044.95016,,,
itd_pilot3,21,9/13/2024,21,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/11__side=l_itd=100_az=0_mag=0__l=gash-dash-dash-gash-gash-bash-gash-gash-gash-dash-gash-bash__r=gash-bash-dash-dash-bash-gash-bash-dash-gash-bash-gash-dash.wav,5785.827049,11091.46573,,,,,
itd_pilot3,22,9/13/2024,22,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/11__side=r_itd=200_az=0_mag=0__l=dash-bash-gash-gash-gash-bash-gash-dash-gash-dash-dash-dash__r=gash-dash-dash-bash-dash-dash-gash-bash-dash-bash-dash-bash.wav,4522.218893,6228.814983,7460.97424,9404.760834,10860.89208,,
itd_pilot3,23,9/13/2024,23,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/11__side=r_itd=400_az=0_mag=0__l=gash-gash-gash-dash-dash-dash-dash-dash-bash-dash-bash-dash__r=dash-bash-gash-gash-bash-gash-gash-bash-gash-dash-dash-bash.wav,2839.018559,5441.820363,7718.318692,10982.5183,,,
itd_pilot3,24,9/13/2024,24,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/11__side=l_itd=50_az=0_mag=0__l=dash-gash-bash-dash-bash-dash-gash-dash-dash-dash-gash-gash__r=gash-gash-gash-gash-dash-bash-dash-bash-dash-bash-dash-bash.wav,3683.881189,5203.911893,,,,,
itd_pilot3,25,9/13/2024,25,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/12__side=r_itd=200_az=0_mag=0__l=dash-dash-dash-bash-gash-gash-gash-gash-dash-bash-dash-dash__r=dash-bash-dash-dash-bash-dash-dash-bash-dash-dash-bash-dash.wav,3040.111799,5232.161394,7536.17827,,,,
itd_pilot3,26,9/13/2024,26,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/12__side=l_itd=200_az=0_mag=0__l=dash-dash-gash-gash-dash-bash-dash-gash-bash-gash-gash-dash__r=dash-gash-gash-gash-bash-gash-bash-gash-gash-bash-dash-bash.wav,5839.37212,8366.48779,,,,,
itd_pilot3,27,9/13/2024,27,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/12__side=l_itd=50_az=0_mag=0__l=gash-dash-gash-gash-gash-dash-dash-dash-bash-gash-bash-gash__r=gash-bash-gash-bash-dash-gash-dash-bash-dash-bash-gash-gash.wav,4190.533337,7741.822032,9601.812422,,,,
itd_pilot3,28,9/13/2024,28,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/12__side=r_itd=100_az=0_mag=0__l=dash-dash-gash-bash-gash-dash-dash-dash-dash-bash-gash-gash__r=gash-dash-bash-gash-bash-gash-bash-dash-dash-dash-bash-dash.wav,3569.483289,5137.335281,6969.428738,,,,
itd_pilot3,29,9/13/2024,29,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/12__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-dash-gash-bash-dash-dash-gash-gash-dash-dash__r=gash-dash-gash-gash-bash-dash-bash-dash-bash-gash-bash-gash.wav,5539.287271,6642.987296,8292.976941,10315.09368,,,
itd_pilot3,30,9/13/2024,30,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/12__side=l_itd=400_az=0_mag=0__l=gash-gash-gash-dash-gash-dash-bash-dash-gash-bash-dash-gash__r=dash-gash-dash-bash-dash-bash-dash-bash-dash-gash-gash-bash.wav,6653.97016,9181.677038,,,,,
itd_pilot3,31,9/13/2024,31,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/12__side=l_itd=100_az=0_mag=0__l=gash-dash-dash-bash-dash-dash-gash-bash-gash-dash-gash-gash__r=gash-dash-dash-dash-bash-gash-bash-dash-bash-gash-bash-gash.wav,4401.67295,7749.049178,,,,,
itd_pilot3,32,9/13/2024,32,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/12__side=r_itd=400_az=0_mag=0__l=dash-gash-dash-bash-gash-gash-gash-bash-dash-gash-gash-gash__r=gash-dash-dash-gash-bash-dash-bash-dash-bash-dash-bash-dash.wav,5285.811219,6906.444091,8610.178478,10024.60529,,,
itd_pilot3,33,9/13/2024,33,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/13__side=l_itd=100_az=0_mag=0__l=dash-bash-gash-gash-gash-dash-gash-dash-gash-dash-dash-bash__r=dash-dash-bash-gash-bash-dash-bash-dash-dash-gash-bash-gash.wav,2982.563771,10870.57031,,,,,
itd_pilot3,34,9/13/2024,34,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/13__side=r_itd=200_az=0_mag=0__l=dash-dash-dash-dash-gash-bash-dash-dash-bash-gash-gash-bash__r=dash-gash-dash-bash-dash-gash-dash-bash-gash-bash-dash-gash.wav,4637.275709,7443.31244,9620.810286,,,,
itd_pilot3,35,9/13/2024,35,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/13__side=l_itd=50_az=0_mag=0__l=gash-gash-gash-bash-gash-dash-gash-dash-gash-bash-dash-gash__r=gash-dash-gash-gash-bash-gash-bash-dash-bash-dash-gash-bash.wav,5361.06481,7044.11973,8228.1547,,,,
itd_pilot3,36,9/13/2024,36,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/13__side=l_itd=400_az=0_mag=0__l=gash-dash-bash-gash-bash-gash-dash-gash-gash-dash-dash-gash__r=gash-bash-dash-bash-dash-bash-gash-gash-gash-gash-bash-dash.wav,3717.550695,4925.473938,,,,,
itd_pilot3,37,9/13/2024,37,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/13__side=r_itd=50_az=0_mag=0__l=dash-gash-bash-dash-gash-dash-dash-gash-dash-gash-gash-bash__r=gash-bash-dash-bash-dash-bash-dash-bash-gash-dash-gash-gash.wav,2643.870041,8027.900525,10616.34507,,,,
itd_pilot3,38,9/13/2024,38,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/13__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-dash-dash-dash-bash-dash-gash-gash-gash-gash__r=dash-dash-gash-bash-dash-bash-dash-bash-dash-gash-dash-bash.wav,4564.312707,6036.397025,7700.45803,10940.48559,,,
itd_pilot3,39,9/13/2024,39,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/13__side=r_itd=400_az=0_mag=0__l=dash-bash-gash-dash-gash-dash-bash-dash-dash-dash-dash-gash__r=gash-gash-dash-bash-dash-bash-gash-dash-bash-gash-gash-bash.wav,4266.423738,5863.832667,8271.850489,10578.06174,,,
itd_pilot3,40,9/13/2024,40,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/13__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-dash-dash-dash-dash-gash-gash-gash-gash-bash__r=dash-bash-dash-gash-dash-bash-dash-gash-bash-gash-bash-gash.wav,10867.2788,,,,,,
itd_pilot3,41,9/13/2024,41,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/14__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-dash-bash-gash-dash-bash-dash-gash-dash-dash__r=dash-bash-gash-bash-dash-bash-dash-dash-dash-gash-dash-bash.wav,2661.876368,4595.029466,6165.981736,10605.85028,,,
itd_pilot3,42,9/13/2024,42,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/14__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-gash-bash-gash-bash-dash-gash-gash-dash-gash__r=gash-bash-dash-bash-dash-bash-gash-gash-bash-gash-dash-gash.wav,2715.018115,4645.394086,6139.065412,8226.655835,,,
itd_pilot3,43,9/13/2024,43,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/14__side=r_itd=50_az=0_mag=0__l=gash-bash-gash-gash-bash-dash-gash-bash-dash-gash-gash-dash__r=gash-dash-bash-gash-gash-bash-gash-dash-gash-bash-gash-dash.wav,3754.392172,5510.236198,9322.512195,,,,
itd_pilot3,44,9/13/2024,44,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/14__side=l_itd=100_az=0_mag=0__l=dash-bash-gash-gash-dash-bash-gash-gash-gash-gash-dash-dash__r=gash-dash-gash-bash-dash-gash-bash-dash-bash-gash-gash-bash.wav,2635.809087,4470.644777,6192.094131,,,,
itd_pilot3,45,9/13/2024,45,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/14__side=l_itd=50_az=0_mag=0__l=gash-dash-bash-gash-bash-dash-dash-gash-gash-bash-dash-bash__r=dash-bash-gash-dash-gash-dash-bash-gash-gash-gash-dash-gash.wav,2618.365111,5098.40431,6749.804734,,,,
itd_pilot3,46,9/13/2024,46,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/14__side=l_itd=200_az=0_mag=0__l=dash-bash-gash-gash-gash-gash-bash-dash-gash-gash-gash-gash__r=dash-gash-bash-gash-bash-gash-dash-gash-bash-gash-dash-bash.wav,2990.117239,6825.743233,10878.14277,,,,
itd_pilot3,47,9/13/2024,47,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/14__side=l_itd=400_az=0_mag=0__l=gash-dash-gash-dash-dash-gash-bash-dash-bash-gash-dash-gash__r=gash-dash-dash-gash-bash-gash-dash-bash-dash-bash-gash-bash.wav,6866.010915,8557.360998,,,,,
itd_pilot3,48,9/13/2024,48,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/14__side=r_itd=100_az=0_mag=0__l=dash-bash-dash-dash-gash-bash-gash-gash-dash-gash-dash-dash__r=gash-gash-bash-gash-bash-gash-dash-bash-gash-gash-gash-bash.wav,3666.334564,4962.247355,7607.103883,10962.27782,,,
itd_pilot3,49,9/13/2024,49,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/15__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-gash-gash-bash-dash-gash-bash-gash-gash-gash__r=gash-bash-dash-dash-bash-gash-bash-gash-gash-gash-bash-dash.wav,5202.833964,6945.615595,9978.368074,,,,
itd_pilot3,50,9/13/2024,50,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/15__side=l_itd=50_az=0_mag=0__l=dash-gash-gash-dash-bash-dash-gash-dash-dash-gash-bash-dash__r=gash-bash-gash-bash-gash-dash-dash-dash-bash-dash-dash-bash.wav,5461.728085,9909.812962,,,,,
itd_pilot3,51,9/13/2024,51,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/15__side=l_itd=200_az=0_mag=0__l=dash-dash-gash-gash-bash-gash-gash-bash-gash-dash-dash-gash__r=dash-bash-dash-gash-dash-bash-dash-gash-bash-dash-gash-bash.wav,5328.904038,7673.438939,,,,,
itd_pilot3,52,9/13/2024,52,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/15__side=r_itd=100_az=0_mag=0__l=gash-gash-bash-gash-dash-bash-dash-dash-gash-dash-dash-dash__r=dash-bash-gash-bash-dash-gash-bash-dash-bash-gash-gash-dash.wav,2821.436091,4565.342016,6746.406671,8222.264337,,,
itd_pilot3,53,9/13/2024,53,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/15__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-dash-gash-gash-dash-dash-gash-gash-gash-bash__r=gash-bash-gash-gash-gash-bash-gash-bash-gash-bash-gash-dash.wav,6094.256649,,,,,,
itd_pilot3,54,9/13/2024,54,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/15__side=r_itd=200_az=0_mag=0__l=gash-gash-gash-dash-bash-dash-gash-gash-dash-bash-dash-gash__r=gash-bash-dash-bash-gash-gash-gash-gash-bash-gash-gash-bash.wav,2817.271915,4661.410042,8393.362027,10681.231,,,
itd_pilot3,55,9/13/2024,55,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/15__side=l_itd=400_az=0_mag=0__l=gash-dash-gash-gash-bash-gash-dash-gash-dash-bash-gash-gash__r=dash-gash-dash-bash-dash-bash-dash-dash-bash-dash-gash-bash.wav,9295.759186,,,,,,
itd_pilot3,56,9/13/2024,56,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/15__side=l_itd=100_az=0_mag=0__l=dash-gash-gash-dash-gash-dash-bash-dash-gash-gash-gash-bash__r=dash-bash-gash-bash-dash-bash-gash-dash-dash-gash-bash-dash.wav,4349.640946,5744.362306,9877.623187,,,,
itd_pilot3,57,9/13/2024,57,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/16__side=l_itd=400_az=0_mag=0__l=gash-gash-dash-dash-dash-dash-bash-dash-gash-dash-dash-bash__r=dash-bash-gash-bash-dash-dash-dash-dash-bash-dash-bash-dash.wav,7014.943957,10782.91012,,,,,
itd_pilot3,58,9/13/2024,58,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/16__side=l_itd=100_az=0_mag=0__l=dash-bash-gash-dash-gash-gash-gash-bash-dash-gash-dash-dash__r=gash-dash-gash-bash-gash-gash-bash-gash-bash-gash-dash-bash.wav,6852.175543,8469.586015,10967.10005,,,,
itd_pilot3,59,9/13/2024,59,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/16__side=l_itd=200_az=0_mag=0__l=gash-dash-bash-dash-gash-bash-gash-gash-gash-dash-bash-dash__r=gash-gash-dash-bash-gash-gash-gash-bash-gash-bash-gash-dash.wav,3508.500758,5988.485868,9884.414411,,,,
itd_pilot3,60,9/13/2024,60,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/16__side=r_itd=50_az=0_mag=0__l=gash-gash-bash-gash-gash-dash-dash-gash-dash-dash-bash-gash__r=gash-bash-dash-gash-bash-gash-dash-bash-dash-gash-dash-bash.wav,2911.970671,5212.243578,7640.041886,,,,
itd_pilot3,61,9/13/2024,61,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/16__side=r_itd=200_az=0_mag=0__l=gash-gash-bash-dash-gash-bash-dash-dash-dash-dash-bash-dash__r=dash-gash-dash-bash-dash-dash-bash-gash-gash-gash-dash-bash.wav,4185.119438,6889.247226,10609.14868,,,,
itd_pilot3,62,9/13/2024,62,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/16__side=r_itd=400_az=0_mag=0__l=dash-gash-dash-dash-gash-bash-gash-bash-dash-dash-gash-dash__r=gash-dash-bash-gash-bash-gash-bash-gash-gash-dash-gash-bash.wav,3657.039107,5185.150969,6633.177458,10900.44851,,,
itd_pilot3,63,9/13/2024,63,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/16__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-dash-gash-dash-dash-bash-gash-bash-dash-gash__r=gash-gash-dash-bash-dash-bash-gash-dash-bash-gash-dash-gash.wav,4526.022288,5826.321732,8462.058415,,,,
itd_pilot3,64,9/13/2024,64,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/16__side=l_itd=50_az=0_mag=0__l=gash-bash-gash-gash-bash-dash-gash-gash-dash-gash-gash-gash__r=gash-gash-bash-dash-gash-bash-dash-gash-dash-bash-dash-bash.wav,5429.407896,10661.32291,,,,,
itd_pilot3,65,9/13/2024,65,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/17__side=l_itd=100_az=0_mag=0__l=gash-gash-bash-gash-gash-gash-gash-dash-bash-dash-dash-gash__r=dash-bash-dash-bash-dash-gash-gash-bash-gash-gash-bash-dash.wav,3647.979124,8471.959763,,,,,
itd_pilot3,66,9/13/2024,66,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/17__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-gash-gash-dash-gash-dash-bash-gash-gash-dash__r=dash-dash-dash-gash-bash-gash-gash-bash-gash-bash-gash-bash.wav,4982.238318,7742.738162,9260.803473,11285.01594,,,
itd_pilot3,67,9/13/2024,67,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/17__side=l_itd=50_az=0_mag=0__l=gash-dash-dash-dash-gash-dash-bash-gash-gash-dash-bash-gash__r=gash-bash-gash-dash-bash-dash-gash-gash-dash-bash-dash-bash.wav,6855.582609,9959.549635,,,,,
itd_pilot3,68,9/13/2024,68,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/17__side=r_itd=400_az=0_mag=0__l=gash-dash-dash-dash-bash-gash-gash-dash-gash-dash-bash-gash__r=dash-bash-gash-bash-gash-dash-gash-bash-dash-bash-gash-gash.wav,3048.805668,4408.853589,7709.497114,9408.774849,,,
itd_pilot3,69,9/13/2024,69,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/17__side=r_itd=50_az=0_mag=0__l=dash-gash-gash-dash-dash-dash-bash-dash-bash-dash-gash-dash__r=gash-gash-bash-dash-dash-bash-dash-bash-dash-bash-dash-dash.wav,3888.689561,6216.564132,9288.479552,,,,
itd_pilot3,70,9/13/2024,70,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/17__side=r_itd=200_az=0_mag=0__l=dash-dash-dash-dash-gash-gash-gash-gash-gash-bash-gash-bash__r=dash-bash-gash-dash-gash-bash-dash-gash-bash-gash-bash-dash.wav,3235.935751,5734.865605,8371.766429,10171.73941,,,
itd_pilot3,71,9/13/2024,71,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/17__side=l_itd=400_az=0_mag=0__l=gash-dash-gash-gash-gash-dash-bash-dash-bash-dash-gash-gash__r=dash-bash-dash-gash-dash-bash-gash-bash-gash-gash-bash-gash.wav,6897.873326,8540.425877,,,,,
itd_pilot3,72,9/13/2024,72,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/17__side=l_itd=200_az=0_mag=0__l=dash-dash-bash-dash-bash-dash-dash-gash-gash-dash-gash-dash__r=dash-bash-gash-bash-dash-dash-gash-bash-dash-dash-bash-dash.wav,3465.587663,5276.917959,,,,,
itd_pilot3,73,9/13/2024,73,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=400_az=0_mag=0/18__side=r_itd=400_az=0_mag=0__l=dash-bash-dash-dash-gash-dash-dash-dash-gash-dash-bash-dash__r=gash-dash-bash-dash-dash-bash-gash-gash-bash-dash-dash-bash.wav,3907.316316,6013.584544,10907.25746,,,,
itd_pilot3,74,9/13/2024,74,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=200_az=0_mag=0/18__side=r_itd=200_az=0_mag=0__l=gash-bash-dash-gash-bash-gash-dash-dash-dash-gash-dash-gash__r=dash-gash-dash-bash-gash-bash-dash-gash-bash-dash-bash-gash.wav,4397.134088,6110.690635,8684.144635,10226.25699,,,
itd_pilot3,75,9/13/2024,75,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=200_az=0_mag=0/18__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-gash-gash-dash-gash-bash-gash-dash-dash-gash__r=gash-gash-gash-bash-gash-bash-dash-dash-gash-bash-dash-bash.wav,2775.719228,6891.339855,,,,,
itd_pilot3,76,9/13/2024,76,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=50_az=0_mag=0/18__side=l_itd=50_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-gash-dash-dash-gash-bash-gash__r=gash-dash-bash-dash-bash-gash-gash-bash-dash-gash-dash-bash.wav,6164.299837,9876.238776,,,,,
itd_pilot3,77,9/13/2024,77,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=400_az=0_mag=0/18__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-gash-bash-dash-dash-gash-dash-dash-dash-gash__r=dash-bash-gash-bash-gash-dash-bash-gash-gash-dash-bash-gash.wav,3484.807551,5008.04025,,,,,
itd_pilot3,78,9/13/2024,78,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=100_az=0_mag=0/18__side=r_itd=100_az=0_mag=0__l=gash-dash-bash-gash-bash-gash-dash-dash-dash-dash-gash-gash__r=dash-bash-dash-dash-gash-dash-bash-gash-dash-bash-dash-bash.wav,2904.712442,6816.658205,9192.641046,10904.66324,,,
itd_pilot3,79,9/13/2024,79,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=r_itd=50_az=0_mag=0/18__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-dash-gash-bash-gash-dash-dash-dash-bash-gash__r=gash-bash-gash-dash-dash-dash-dash-gash-gash-bash-gash-bash.wav,3141.788096,10705.02092,,,,,
itd_pilot3,80,9/13/2024,80,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot3/side=l_itd=100_az=0_mag=0/18__side=l_itd=100_az=0_mag=0__l=dash-gash-bash-gash-dash-gash-gash-gash-dash-dash-bash-dash__r=dash-bash-dash-gash-gash-dash-bash-dash-dash-bash-gash-bash.wav,3724.053072,9827.84431,,,,,
