# -*- coding: utf-8 -*-,,,,,,,,,,,,,
,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Experiment: mild-master,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Times,,,,,,
itd_pilot2,95,9/13/2024,95,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/1__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-dash-dash-dash-dash-gash-gash-bash-dash-dash__r=dash-dash-dash-dash-bash-gash-bash-gash-bash-gash-gash-bash.wav,5264.507161,6934.763915,8526.776262,10577.38322,,,
itd_pilot2,96,9/13/2024,96,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/1__side=l_itd=50_az=0_mag=0__l=dash-dash-dash-bash-gash-dash-gash-dash-bash-gash-gash-gash__r=dash-bash-dash-gash-gash-dash-bash-gash-dash-bash-gash-bash.wav,4555.684875,8091.639141,,,,,
itd_pilot2,97,9/13/2024,97,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/20__side=l_itd=400_az=0_mag=0__l=gash-dash-bash-gash-gash-dash-dash-dash-bash-dash-dash-gash__r=dash-dash-dash-bash-dash-bash-dash-bash-dash-gash-gash-bash.wav,3287.763579,8235.028284,,,,,
itd_pilot2,98,9/13/2024,98,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/20__side=l_itd=100_az=0_mag=0__l=dash-gash-gash-bash-dash-gash-gash-dash-gash-gash-bash-dash__r=dash-bash-dash-dash-gash-gash-bash-dash-gash-bash-gash-bash.wav,4217.399919,10073.41536,,,,,
itd_pilot2,99,9/13/2024,99,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/20__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-gash-dash-bash-gash-gash-dash-gash-dash-gash__r=gash-bash-dash-bash-gash-gash-dash-bash-dash-gash-bash-dash.wav,2797.990511,6171.685423,,,,,
itd_pilot2,100,9/13/2024,100,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/20__side=r_itd=400_az=0_mag=0__l=dash-gash-gash-dash-dash-bash-dash-dash-dash-bash-gash-dash__r=dash-gash-bash-dash-bash-gash-gash-bash-gash-dash-bash-dash.wav,3280.927978,5224.852331,7584.868702,9720.891115,,,
itd_pilot2,101,9/13/2024,101,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/20__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-gash-gash-bash-gash-dash-dash-dash-bash-dash__r=gash-gash-bash-dash-bash-gash-gash-bash-dash-dash-gash-bash.wav,10206.86063,,,,,,
itd_pilot2,102,9/13/2024,102,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/20__side=l_itd=200_az=0_mag=0__l=dash-bash-dash-dash-gash-dash-gash-gash-bash-dash-dash-gash__r=dash-dash-bash-dash-gash-bash-dash-bash-gash-bash-gash-gash.wav,2982.443372,8593.722916,,,,,
itd_pilot2,103,9/13/2024,103,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/20__side=r_itd=200_az=0_mag=0__l=gash-gash-gash-bash-gash-gash-gash-gash-dash-dash-bash-gash__r=gash-bash-dash-dash-dash-bash-gash-dash-bash-gash-dash-bash.wav,2509.600823,6002.322542,8525.612582,10737.54727,,,
itd_pilot2,104,9/13/2024,104,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/20__side=r_itd=100_az=0_mag=0__l=gash-bash-gash-dash-dash-gash-gash-gash-gash-bash-dash-gash__r=gash-dash-dash-bash-gash-bash-gash-bash-dash-dash-bash-dash.wav,4395.319295,5963.262145,7758.104023,9115.282946,,,
itd_pilot2,105,9/13/2024,105,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/21__side=l_itd=100_az=0_mag=0__l=dash-gash-dash-gash-bash-dash-bash-dash-gash-gash-bash-gash__r=gash-gash-bash-gash-gash-bash-gash-dash-bash-dash-gash-dash.wav,5015.390312,7012.23262,10023.32938,,,,
itd_pilot2,106,9/13/2024,106,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/21__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-gash-gash-bash-dash-dash-gash-bash-gash-gash__r=gash-dash-bash-dash-bash-gash-dash-bash-dash-gash-bash-gash.wav,3363.114607,5291.102139,7563.071068,10013.11186,,,
itd_pilot2,107,9/13/2024,107,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/21__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-bash-gash-dash-dash-gash-dash-gash-dash-dash__r=gash-dash-dash-gash-dash-bash-gash-bash-gash-bash-gash-bash.wav,4380.354118,,,,,,
itd_pilot2,108,9/13/2024,108,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/21__side=r_itd=100_az=0_mag=0__l=gash-gash-gash-gash-gash-bash-gash-gash-gash-bash-dash-gash__r=dash-dash-bash-dash-bash-gash-dash-gash-bash-dash-bash-dash.wav,3363.244823,5280.655238,8232.594191,,,,
itd_pilot2,109,9/13/2024,109,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/21__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-gash-gash-gash-gash-bash-dash-gash-bash-gash__r=gash-dash-bash-gash-bash-dash-dash-gash-bash-dash-dash-bash.wav,3379.645953,5309.438305,7374.021844,8195.470908,,,
itd_pilot2,110,9/13/2024,110,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/21__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-dash-bash-dash-dash-gash-bash-gash-bash-gash__r=dash-bash-gash-bash-gash-gash-gash-bash-gash-dash-gash-dash.wav,5156.116708,8900.282604,,,,,
itd_pilot2,111,9/13/2024,111,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/21__side=r_itd=50_az=0_mag=0__l=gash-dash-gash-dash-gash-dash-bash-dash-gash-gash-bash-dash__r=gash-dash-bash-gash-dash-gash-gash-bash-gash-bash-gash-bash.wav,3622.006494,7318.005182,9279.993227,10895.37003,,,
itd_pilot2,112,9/13/2024,112,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/21__side=l_itd=400_az=0_mag=0__l=dash-bash-gash-bash-gash-gash-dash-gash-gash-bash-gash-gash__r=gash-gash-gash-gash-bash-dash-dash-dash-bash-dash-bash-dash.wav,2842.812507,4572.84613,9194.804459,,,,
itd_pilot2,113,9/13/2024,113,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/22__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-gash-gash-bash-dash-bash-gash-gash-gash-gash__r=dash-bash-gash-dash-bash-gash-bash-gash-dash-dash-gash-bash.wav,2535.469637,5153.143975,6679.398065,10591.70565,,,
itd_pilot2,114,9/13/2024,114,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/22__side=r_itd=100_az=0_mag=0__l=gash-gash-gash-bash-dash-gash-dash-dash-gash-bash-gash-gash__r=dash-bash-gash-dash-dash-bash-gash-bash-gash-dash-bash-gash.wav,2735.837368,5807.875507,7411.422411,9831.887807,,,
itd_pilot2,115,9/13/2024,115,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/22__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-gash-gash-gash-gash-gash-dash-dash-dash-bash__r=dash-bash-dash-dash-bash-gash-bash-dash-bash-gash-gash-gash.wav,3519.740973,10743.66541,,,,,
itd_pilot2,116,9/13/2024,116,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/22__side=r_itd=50_az=0_mag=0__l=dash-dash-gash-gash-gash-bash-dash-dash-gash-bash-dash-gash__r=gash-gash-dash-dash-bash-gash-bash-gash-bash-dash-dash-bash.wav,5108.67407,6645.267706,8334.644437,10578.31863,,,
itd_pilot2,117,9/13/2024,117,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/22__side=l_itd=400_az=0_mag=0__l=dash-bash-gash-gash-dash-bash-dash-gash-dash-dash-gash-dash__r=dash-dash-dash-bash-dash-dash-gash-bash-dash-bash-gash-bash.wav,2817.448524,5985.455268,,,,,
itd_pilot2,118,9/13/2024,118,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/22__side=l_itd=50_az=0_mag=0__l=gash-dash-gash-bash-gash-gash-gash-dash-gash-gash-dash-bash__r=dash-dash-bash-dash-bash-dash-gash-dash-bash-gash-bash-gash.wav,4514.875955,8274.866381,11138.94943,,,,
itd_pilot2,119,9/13/2024,119,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/22__side=r_itd=400_az=0_mag=0__l=gash-dash-bash-dash-gash-bash-gash-dash-dash-bash-gash-gash__r=gash-bash-dash-gash-dash-dash-bash-gash-gash-gash-bash-dash.wav,2667.495203,6839.043742,9717.591595,,,,
itd_pilot2,120,9/13/2024,120,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/22__side=l_itd=100_az=0_mag=0__l=gash-bash-gash-dash-gash-bash-dash-bash-gash-dash-gash-dash__r=gash-gash-dash-bash-gash-gash-bash-gash-gash-bash-gash-dash.wav,2859.156594,5814.373002,,,,,
itd_pilot2,121,9/13/2024,121,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/23__side=l_itd=200_az=0_mag=0__l=dash-dash-dash-bash-dash-bash-dash-gash-gash-gash-gash-dash__r=gash-gash-gash-gash-bash-gash-bash-gash-bash-gash-dash-bash.wav,4546.922298,6386.851269,,,,,
itd_pilot2,122,9/13/2024,122,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/23__side=l_itd=50_az=0_mag=0__l=gash-bash-gash-bash-gash-bash-dash-bash-gash-dash-dash-dash__r=gash-dash-bash-dash-gash-dash-bash-gash-dash-gash-gash-dash.wav,2664.232571,6087.355753,,,,,
itd_pilot2,123,9/13/2024,123,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/23__side=l_itd=400_az=0_mag=0__l=gash-dash-dash-bash-dash-gash-bash-dash-gash-dash-dash-dash__r=dash-dash-bash-gash-bash-gash-gash-bash-dash-bash-dash-gash.wav,4354.850508,6562.919478,,,,,
itd_pilot2,124,9/13/2024,124,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/23__side=r_itd=200_az=0_mag=0__l=gash-gash-bash-gash-bash-gash-bash-dash-dash-gash-dash-gash__r=dash-gash-gash-bash-dash-bash-dash-gash-dash-gash-bash-gash.wav,4423.479616,5777.022082,9775.49234,,,,
itd_pilot2,125,9/13/2024,125,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/23__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-gash-bash-dash-dash-gash-bash-dash-dash-dash__r=dash-gash-bash-dash-gash-bash-dash-bash-gash-gash-bash-dash.wav,6083.947296,9859.907705,,,,,
itd_pilot2,126,9/13/2024,126,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/23__side=l_itd=100_az=0_mag=0__l=gash-dash-dash-gash-bash-gash-bash-dash-gash-bash-gash-gash__r=dash-gash-gash-bash-gash-dash-gash-dash-bash-gash-gash-bash.wav,5124.082161,6916.006131,9148.011865,,,,
itd_pilot2,127,9/13/2024,127,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/23__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-bash-dash-gash-gash-bash-dash-bash-dash-dash__r=dash-bash-gash-gash-dash-dash-dash-gash-bash-gash-bash-gash.wav,2926.446214,8159.784167,9782.504152,,,,
itd_pilot2,128,9/13/2024,128,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/23__side=r_itd=400_az=0_mag=0__l=dash-gash-gash-gash-bash-dash-dash-dash-gash-dash-dash-bash__r=gash-gash-dash-bash-gash-bash-dash-bash-gash-bash-dash-dash.wav,4333.799488,6149.80842,7365.93568,8945.507575,,,
itd_pilot2,129,9/13/2024,129,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/24__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-dash-dash-gash-bash-gash-dash-gash-gash-dash__r=dash-bash-dash-dash-bash-gash-dash-bash-dash-bash-gash-dash.wav,3690.748329,5954.675387,6594.628262,,,,
itd_pilot2,130,9/13/2024,130,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/24__side=r_itd=200_az=0_mag=0__l=gash-bash-dash-dash-gash-gash-dash-gash-gash-bash-gash-dash__r=gash-gash-bash-gash-bash-gash-bash-dash-bash-gash-dash-dash.wav,3452.746681,4947.813067,6843.657447,8127.046243,,,
itd_pilot2,131,9/13/2024,131,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/24__side=l_itd=100_az=0_mag=0__l=gash-dash-dash-gash-bash-gash-gash-gash-dash-dash-gash-bash__r=dash-gash-bash-dash-gash-gash-bash-gash-bash-dash-bash-dash.wav,5403.689413,9800.53781,,,,,
itd_pilot2,132,9/13/2024,132,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/24__side=r_itd=400_az=0_mag=0__l=dash-gash-dash-dash-dash-dash-gash-bash-gash-bash-gash-dash__r=dash-dash-bash-dash-dash-bash-dash-dash-bash-gash-bash-dash.wav,3629.050009,6133.030338,8253.140267,,,,
itd_pilot2,133,9/13/2024,133,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/24__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-gash-bash-gash-gash-dash-dash-dash-gash-gash__r=gash-bash-dash-dash-gash-bash-dash-dash-bash-dash-bash-gash.wav,3383.65286,5239.625772,,,,,
itd_pilot2,134,9/13/2024,134,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/24__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-bash-dash-dash-dash-dash-dash-gash-bash-dash__r=dash-dash-bash-gash-bash-gash-gash-bash-dash-gash-dash-bash.wav,3428.229256,5276.179363,7748.218248,10580.22122,,,
itd_pilot2,135,9/13/2024,135,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/24__side=l_itd=50_az=0_mag=0__l=dash-gash-dash-gash-gash-bash-gash-dash-gash-dash-bash-gash__r=dash-bash-dash-bash-gash-dash-gash-dash-bash-gash-gash-bash.wav,6869.57463,9857.099627,,,,,
itd_pilot2,136,9/13/2024,136,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/24__side=r_itd=50_az=0_mag=0__l=gash-gash-dash-gash-dash-gash-gash-bash-dash-gash-bash-dash__r=gash-bash-dash-bash-dash-gash-bash-dash-dash-gash-dash-bash.wav,2998.563765,4506.496934,6615.55784,10924.3316,,,
itd_pilot2,137,9/13/2024,137,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/25__side=r_itd=200_az=0_mag=0__l=dash-dash-dash-bash-dash-gash-dash-gash-gash-bash-gash-dash__r=gash-dash-bash-gash-bash-gash-gash-bash-gash-dash-bash-gash.wav,3230.809919,4962.557958,7639.496774,10130.63061,,,
itd_pilot2,138,9/13/2024,138,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/25__side=l_itd=400_az=0_mag=0__l=dash-gash-bash-gash-dash-gash-dash-dash-gash-dash-bash-gash__r=gash-gash-gash-dash-bash-dash-gash-bash-dash-bash-dash-bash.wav,3565.310838,8312.499413,10064.54236,,,,
itd_pilot2,139,9/13/2024,139,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/25__side=l_itd=100_az=0_mag=0__l=gash-dash-gash-gash-dash-gash-dash-bash-dash-dash-bash-gash__r=dash-bash-gash-gash-bash-dash-bash-gash-bash-dash-dash-dash.wav,7686.754409,9886.707014,,,,,
itd_pilot2,140,9/13/2024,140,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/25__side=r_itd=400_az=0_mag=0__l=dash-dash-dash-dash-gash-bash-gash-dash-bash-dash-dash-gash__r=gash-bash-dash-gash-bash-dash-bash-gash-dash-bash-dash-gash.wav,2691.728536,4883.681923,6851.696903,8907.602688,,,
itd_pilot2,141,9/13/2024,141,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/25__side=r_itd=50_az=0_mag=0__l=dash-dash-gash-gash-bash-gash-gash-dash-bash-gash-gash-gash__r=gash-gash-dash-bash-dash-bash-dash-bash-gash-bash-dash-gash.wav,8283.71353,,,,,,
itd_pilot2,142,9/13/2024,142,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/25__side=l_itd=50_az=0_mag=0__l=dash-gash-dash-dash-dash-bash-gash-gash-dash-bash-dash-dash__r=gash-gash-dash-bash-gash-dash-bash-gash-bash-gash-bash-gash.wav,6084.105695,9655.445735,,,,,
itd_pilot2,143,9/13/2024,143,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/25__side=r_itd=100_az=0_mag=0__l=dash-dash-bash-dash-gash-gash-dash-dash-dash-bash-dash-gash__r=gash-bash-gash-dash-gash-bash-dash-dash-bash-gash-dash-bash.wav,2917.802307,5680.554498,8473.722862,10584.51606,,,
itd_pilot2,144,9/13/2024,144,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/25__side=l_itd=200_az=0_mag=0__l=dash-dash-dash-gash-gash-bash-gash-dash-dash-dash-bash-dash__r=gash-bash-dash-gash-bash-gash-gash-bash-dash-bash-dash-dash.wav,6043.32154,10091.17948,,,,,
itd_pilot2,145,9/13/2024,145,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/26__side=r_itd=100_az=0_mag=0__l=dash-bash-dash-dash-gash-gash-gash-dash-gash-gash-gash-bash__r=gash-dash-bash-dash-bash-dash-gash-bash-gash-bash-dash-gash.wav,3729.508657,5425.48571,7713.510644,9030.392046,,,
itd_pilot2,146,9/13/2024,146,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/26__side=r_itd=400_az=0_mag=0__l=gash-gash-gash-dash-gash-dash-dash-dash-gash-bash-gash-bash__r=gash-gash-dash-bash-gash-gash-bash-dash-bash-gash-bash-dash.wav,4386.735812,6442.868379,8410.86164,,,,
itd_pilot2,147,9/13/2024,147,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/26__side=l_itd=400_az=0_mag=0__l=dash-gash-gash-gash-dash-dash-bash-dash-dash-gash-gash-bash__r=gash-bash-gash-dash-bash-gash-dash-bash-dash-gash-bash-gash.wav,6842.283157,10498.21711,,,,,
itd_pilot2,148,9/13/2024,148,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/26__side=r_itd=50_az=0_mag=0__l=dash-dash-bash-dash-dash-gash-bash-gash-bash-gash-gash-gash__r=gash-bash-dash-dash-bash-gash-dash-bash-gash-dash-dash-gash.wav,2995.274768,5091.920678,,,,,
itd_pilot2,149,9/13/2024,149,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/26__side=l_itd=100_az=0_mag=0__l=gash-dash-bash-gash-gash-dash-gash-dash-gash-bash-gash-gash__r=dash-bash-gash-bash-gash-gash-gash-bash-dash-gash-bash-gash.wav,3232.952815,7377.464051,10104.93967,,,,
itd_pilot2,150,9/13/2024,150,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/26__side=r_itd=200_az=0_mag=0__l=gash-gash-dash-bash-dash-dash-gash-gash-gash-bash-dash-gash__r=gash-gash-bash-gash-dash-bash-gash-bash-dash-dash-bash-dash.wav,3705.530089,5723.989047,7311.221169,10017.37157,,,
itd_pilot2,151,9/13/2024,151,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/26__side=l_itd=50_az=0_mag=0__l=gash-dash-gash-gash-gash-bash-gash-gash-bash-gash-gash-gash__r=dash-bash-dash-dash-bash-gash-gash-dash-dash-bash-dash-bash.wav,5776.123899,8304.160495,10632.23549,,,,
itd_pilot2,152,9/13/2024,152,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/26__side=l_itd=200_az=0_mag=0__l=dash-dash-dash-gash-gash-gash-gash-bash-gash-bash-dash-dash__r=gash-dash-bash-gash-gash-bash-gash-gash-bash-dash-bash-gash.wav,7586.052084,,,,,,
itd_pilot2,153,9/13/2024,153,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/27__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-dash-gash-dash-dash-bash-gash-dash-dash-bash__r=dash-bash-gash-bash-dash-bash-dash-gash-bash-gash-dash-gash.wav,2834.544925,4482.604965,10818.5471,,,,
itd_pilot2,154,9/13/2024,154,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/27__side=l_itd=400_az=0_mag=0__l=gash-dash-gash-bash-dash-gash-gash-gash-dash-bash-dash-gash__r=gash-dash-bash-gash-bash-dash-dash-gash-bash-gash-gash-bash.wav,4357.437216,9000.044543,,,,,
itd_pilot2,155,9/13/2024,155,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/27__side=l_itd=100_az=0_mag=0__l=dash-dash-dash-dash-bash-dash-dash-gash-gash-bash-dash-gash__r=dash-bash-gash-bash-dash-gash-gash-bash-gash-gash-bash-dash.wav,8965.510835,,,,,,
itd_pilot2,156,9/13/2024,156,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/27__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-dash-bash-gash-dash-gash-gash-dash-dash-bash__r=dash-gash-dash-bash-gash-bash-gash-gash-gash-dash-bash-gash.wav,3611.440386,5283.318338,10835.42133,,,,
itd_pilot2,157,9/13/2024,157,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/27__side=l_itd=50_az=0_mag=0__l=dash-gash-dash-dash-gash-gash-bash-dash-dash-gash-dash-bash__r=gash-bash-gash-bash-dash-bash-gash-gash-bash-dash-dash-dash.wav,4676.201028,6015.737408,8332.249221,,,,
itd_pilot2,158,9/13/2024,158,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/27__side=r_itd=200_az=0_mag=0__l=gash-gash-bash-dash-dash-gash-bash-gash-dash-gash-gash-gash__r=dash-bash-dash-bash-dash-bash-dash-gash-gash-dash-bash-dash.wav,2796.545793,4223.476519,5708.456209,9988.301584,,,
itd_pilot2,159,9/13/2024,159,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/27__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-bash-dash-gash-gash-bash-dash-gash-gash-gash__r=dash-bash-gash-dash-bash-dash-gash-gash-dash-bash-dash-bash.wav,2796.237379,4932.252434,9252.24852,10588.21762,,,
itd_pilot2,160,9/13/2024,160,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/27__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-bash-gash-gash-dash-bash-gash-dash-dash-gash__r=dash-gash-bash-dash-bash-dash-dash-gash-bash-gash-dash-bash.wav,3700.824691,5068.832142,8384.275938,10625.96245,,,
itd_pilot2,161,9/13/2024,161,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/28__side=r_itd=50_az=0_mag=0__l=dash-bash-gash-dash-dash-gash-dash-gash-gash-gash-bash-gash__r=gash-gash-bash-gash-bash-gash-dash-dash-gash-bash-dash-bash.wav,3824.697042,10128.60831,,,,,
itd_pilot2,162,9/13/2024,162,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/28__side=l_itd=100_az=0_mag=0__l=dash-gash-dash-gash-gash-gash-bash-gash-gash-gash-bash-dash__r=gash-gash-gash-gash-bash-dash-dash-bash-gash-bash-dash-bash.wav,6631.247832,10032.12116,,,,,
itd_pilot2,163,9/13/2024,163,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/28__side=r_itd=400_az=0_mag=0__l=gash-dash-dash-bash-gash-dash-dash-gash-dash-dash-gash-bash__r=dash-gash-bash-dash-bash-gash-bash-dash-dash-bash-dash-dash.wav,3808.825843,5211.921249,6616.757412,8915.117432,,,
itd_pilot2,164,9/13/2024,164,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/28__side=l_itd=50_az=0_mag=0__l=gash-dash-bash-gash-bash-dash-dash-dash-dash-gash-gash-dash__r=dash-bash-dash-bash-gash-gash-gash-bash-dash-dash-dash-bash.wav,3936.294693,10560.35334,,,,,
