# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: mild-2
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Times
NDARUHJ908OL,87,2024-03-20,87,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/6_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,72.83707563659357,86.99751636036585,95.41352975252764
NDARUHJ908OL,88,2024-03-20,88,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/6_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,25.22381627428576,32.984125714582795,40.946252549348834,68.89668584719257,77.73996946503007
NDARUHJ908OL,89,2024-03-20,89,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/6_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,35.91578171707869,51.65533475284396,81.62041166301934
NDARUHJ908OL,90,2024-03-20,90,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/6_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,27.624064653449633,30.09185646874679,47.257373103419525,52.39174844061743
NDARUHJ908OL,91,2024-03-20,91,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/7_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,40.2417842708088,53.45553921213768
NDARUHJ908OL,92,2024-03-20,92,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/7_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,24.1719751325137,35.04883824694296,40.76922475847139
NDARUHJ908OL,93,2024-03-20,93,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/7_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,31.579526737561576,43.70194472150524,62.33760186623426
NDARUHJ908OL,94,2024-03-20,94,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/7_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,41.389215295008974,44.56641651647133,86.31225413908835,95.6845091397637
NDARUHJ908OL,95,2024-03-20,95,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/7_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,74.49850793504748,78.19724691884397,91.98247949607547
NDARUHJ908OL,96,2024-03-20,96,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/7_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,45.46618618988104,47.384804337800404,74.2344665670467,79.38946363008517
NDARUHJ908OL,97,2024-03-20,97,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/7_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,23.534925492271515,31.506757935292583
NDARUHJ908OL,98,2024-03-20,98,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/7_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,26.20262846901798,28.071690871912097,40.15844952030617,56.62511367665065,74.04963846998687
NDARUHJ908OL,99,2024-03-20,99,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/7_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,77.75285512317986,80.92535833574198
NDARUHJ908OL,100,2024-03-20,100,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/7_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,24.660633964099564,42.713867494378576,52.864237572487895,75.56737837539359
NDARUHJ908OL,101,2024-03-20,101,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/8_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,25.22686257945831,55.475267254988566,83.40073443793389,94.9881462485447
NDARUHJ908OL,102,2024-03-20,102,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/8_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,31.106858432614366,34.38609396578222,44.55318429317588,48.85829802350356,70.04345751538752,87.20651465450649
NDARUHJ908OL,103,2024-03-20,103,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/8_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,35.85297384812144,48.52166556418459,60.81028868728907
NDARUHJ908OL,104,2024-03-20,104,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/8_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,50.3114565219734,60.27690560510182
NDARUHJ908OL,105,2024-03-20,105,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/8_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,50.88195846407696,70.12212357884684
NDARUHJ908OL,106,2024-03-20,106,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/8_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,59.962211322495364,81.65717365279224,83.41248889149765
NDARUHJ908OL,107,2024-03-20,107,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/8_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,27.352838582994654,31.714566447353192,92.32427942985092
NDARUHJ908OL,108,2024-03-20,108,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/8_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,34.944191852518244,65.02247090350704,71.08335961337815,78.89795665695968,89.60617355926863
NDARUHJ908OL,109,2024-03-20,109,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/8_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,65.57737894084316,73.62141824448682,86.0268317951102,94.58000796080141
NDARUHJ908OL,110,2024-03-20,110,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/8_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,47.86322399251502,61.801179130449945,65.42727345346144
NDARUHJ908OL,111,2024-03-20,111,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/9_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,27.4054734629561,57.90553878135142,71.21952911167236,82.3239249154798
NDARUHJ908OL,112,2024-03-20,112,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/9_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,36.33057384818878,44.26056205928176,49.415576662647894,78.81573818874476,84.31116487899408
NDARUHJ908OL,113,2024-03-20,113,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/9_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,41.26541339856307,77.3226155792531
NDARUHJ908OL,114,2024-03-20,114,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/9_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,36.41819914090014,38.117572990922255,55.57801140004894,68.70549624741987
NDARUHJ908OL,115,2024-03-20,115,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/9_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,51.05686202009676,59.496558784393585,83.3440865721105
NDARUHJ908OL,116,2024-03-20,116,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/9_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,52.87459303011194,55.651033646943574,97.01241435494029
NDARUHJ908OL,117,2024-03-20,117,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/9_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,29.034694275295454,31.445213507451136,57.78509116615902,61.01393836102276
NDARUHJ908OL,118,2024-03-20,118,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/9_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,58.52002437995054,61.692030940710765,70.01745268926253
NDARUHJ908OL,119,2024-03-20,119,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/9_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,22.190795441247005,25.92902021601347,46.45623109075315,56.46015302542396
NDARUHJ908OL,120,2024-03-20,120,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARUHJ908OL/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/9_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,35.612702252294895,44.44888807499399,57.36398080202467,65.35116274726767,82.85418981771437,94.54505038831236
NDARKIL589MB,1,2024-03-25,1,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/0_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,23.406989168838333,28.351278309191237,43.02449745693976,48.291949404076625,55.88187963513168,75.42803272046909,96.44682747753845
NDARKIL589MB,2,2024-03-25,2,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/0_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,22.910661497236244,36.44743262486848,40.59806269539778,45.56398228315292,55.08007430737931,62.13377117779728,81.61721001020295
NDARKIL589MB,3,2024-03-25,3,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/0_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,31.662861139394145,56.221204340783494,65.73750239499336,74.29064781727755,86.35638751013876,95.87306659086545
NDARKIL589MB,4,2024-03-25,4,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/0_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,21.49501251207852,31.562675342125885,44.98693159675721,68.83223909745352,84.58181527648722,92.68171108010444
NDARKIL589MB,5,2024-03-25,5,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/0_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,36.02552477734055,44.80724253579053,58.23676582911108,67.37450027372398,78.00798348387019,87.31935284369558
NDARKIL589MB,6,2024-03-25,6,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/0_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,47.164995796995896,57.24777599325381,62.06213961995306,68.81084152157547,73.95761510057483,83.20652447592664,94.23585402678295
NDARKIL589MB,7,2024-03-25,7,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/0_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,28.024368119985272,47.503333821962414,53.396295740158095,64.44179756156572,69.88261751592765,77.04990558952596
NDARKIL589MB,8,2024-03-25,8,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/0_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,35.56352714712035,41.68110967520474,49.61833794396106,53.91243398139973,64.56787396068277,82.97343123784583,94.2476916418546
NDARKIL589MB,9,2024-03-25,9,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/0_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,26.043788272370982,31.59539660457317,36.070301565898504,51.93085836616057,62.020630199147995,69.32068196486905,77.64789369342472
NDARKIL589MB,10,2024-03-25,10,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/0_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,31.249176874171326,38.83933459807672,45.409877823082596,48.87544194518759,68.29431310622299,72.76949954798455,82.70624914183621,88.49116360986727,92.70861607901733
NDARKIL589MB,11,2024-03-25,11,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/10_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,36.021494670638596,39.75705001042341,64.45454639474939,68.82356851152852,82.806996179343
NDARKIL589MB,12,2024-03-25,12,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/10_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,23.72702558855668,32.05372416768528,46.61135317613363,51.4261159481274,74.93314591361516
NDARKIL589MB,13,2024-03-25,13,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/10_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,30.354506125416748,38.44672094987673,49.15244419249624,64.78644146263932,87.50094606389199,92.3157599569037
NDARKIL589MB,14,2024-03-25,14,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/10_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,28.045868675193162,32.303696663156245,53.36672959704876,60.71714162669113,66.43871433726774,81.17191453831934,94.30806463977868
NDARKIL589MB,15,2024-03-25,15,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/10_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,26.181448345275644,60.005763795761766,64.99577474398369,77.45610073018806
NDARKIL589MB,16,2024-03-25,16,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/10_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,30.344705028967546,40.60350037557206,52.776109681144355,58.23464307497274,74.18708075526577
NDARKIL589MB,17,2024-03-25,17,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/10_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,25.724119385290738,36.82579581516399,44.982653910847176,54.04626268811753,57.897574020708085,63.16633529355524,72.51294805647026
NDARKIL589MB,18,2024-03-25,18,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/10_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,27.697732018035882,53.15335532538814,65.38840860829784,70.04541231650572,82.94791639383733,95.24091344846573
NDARKIL589MB,19,2024-03-25,19,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/10_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,39.46584547616001,61.38880580717375,78.52370208720073,96.23103664855276
NDARKIL589MB,20,2024-03-25,20,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/10_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,22.99096253654164,45.19535836929647,63.83946071172727,70.06160535494419,74.93391021735788,93.79657856858779
NDARKIL589MB,21,2024-03-25,21,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/11_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,31.29197466430935,35.69870980328616,49.01308785468755,57.56906282506562,60.968069443258685,96.0981533248133
NDARKIL589MB,22,2024-03-25,22,10,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/11_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,34.063151502320935,40.43519290438435,45.929638549961474,53.24399151983846,62.30202374611746,72.72219312318157,90.401792584238
NDARKIL589MB,23,2024-03-25,23,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/11_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,26.625500269658897,43.155681057937805,56.806795974710056,69.46921348529574,94.22312765300002
NDARKIL589MB,24,2024-03-25,24,8,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/11_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,29.518760109775478,39.93839866388104,48.22949433398132,68.74628990143673,72.51164206196306
NDARKIL589MB,25,2024-03-25,25,1,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/11_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,43.103661114683845,53.39218767282763,56.74896734428766,66.70179587765148,73.27458775890128,83.0787806879982,93.50031473739143
NDARKIL589MB,26,2024-03-25,26,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/11_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,27.42399160777509,31.785594238287533,36.26187953377848,44.440508024977056,52.00781185029223,62.43025485203783,70.07733145713635,87.3134823254953
NDARKIL589MB,27,2024-03-25,27,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/11_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,31.809409387581184,39.99600748932286,47.24644717990661,53.98979898149607,74.71867816198822,86.84117082464215
NDARKIL589MB,28,2024-03-25,28,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/11_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,45.27361600111311,53.32407423698861,75.12494168708038,87.4737870492707,91.77826774226041
NDARKIL589MB,29,2024-03-25,29,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/11_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,22.741513881893322,53.12881566470228,58.47962985653615,62.984813180613266,85.41599507125575,91.98666358643611
NDARKIL589MB,30,2024-03-25,30,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/11_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,26.19732356175574,31.692201149758947,35.88338002892782,44.097093592614414,57.29509202693435,62.56314809730378,91.67850204935539
NDARKIL589MB,31,2024-03-25,31,2,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/1_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,32.13336086629846,47.03069763448685,60.56870305932478,69.63206426535092,75.86283218191267,81.24368438668344,87.70131702664312,93.04657785658372
NDARKIL589MB,32,2024-03-25,32,6,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/1_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,34.335673580934596,59.4711780957335,82.75265663985489,88.54252141859999,92.26861845973912
NDARKIL589MB,33,2024-03-25,33,9,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/1_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,25.7492074352699,30.134557382342813,33.13686717380655,44.125906576219435,54.209104993301395,57.83340605424985,70.81803564722483,74.77051630908933,86.94901851751949,92.07873198053854
NDARKIL589MB,34,2024-03-25,34,5,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/1_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,23.36059468027457,27.211982482530793,39.27749891838937,45.28193388324492,49.020470698454346,56.496518050698775,62.38850228501843,70.55431003260449,81.13785187817135
NDARKIL589MB,35,2024-03-25,35,3,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/1_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,30.27567710639027,38.772307167583676,55.595773305845086,85.67421068547763,94.71050202108302
NDARKIL589MB,36,2024-03-25,36,7,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/1_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,27.63924198716086,37.27090138323453,40.4439370640869,50.14319816410568,60.50109714570496,80.44507289797448
NDARKIL589MB,37,2024-03-25,37,4,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARKIL589MB/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/1_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,38.64752161869405,45.444845258144575,60.62525255539594,72.1245777042912,79.77045741159992,88.55087982235764
