,Unnamed: 0,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
15788,822,az_itd=5_az=0,8.0,1.326660789579242e-15,0.0010521776298033,3.2238247331858645e-08,5.000492986811058,0.1612071296900394,21,19,hbo,True,S21_D19 hbo,mild_master_16,0.1350645005467788,
15793,835,az_itd=0_az=15,8.0,2.911596782116782e-15,0.0016145779728473,4.5709240955438546e-08,4.664221000463886,0.2131980015796203,21,20,hbo,True,S21_D20 hbo,mild_master_16,0.1966550738291784,
15794,836,az_itd=0_az=5,8.0,2.911596782116782e-15,0.0008824136276983,4.5699750120366365e-08,5.142502393669636,0.2350110743840882,21,20,hbo,True,S21_D20 hbo,mild_master_16,0.1308146146182352,
15795,837,az_itd=15_az=0,8.0,2.911596782116782e-15,0.001885690407511,4.57137659295754e-08,4.5454232887781565,0.2077884162740454,21,20,hbo,True,S21_D20 hbo,mild_master_16,0.1310060128868863,
15796,838,az_itd=5_az=0,8.0,2.911596782116782e-15,7.24113757337185e-05,4.570190053000752e-08,7.453386090437939,0.3406339097169363,21,20,hbo,True,S21_D20 hbo,mild_master_16,0.2168541622575497,
15801,851,az_itd=0_az=15,8.0,1.1573509350176942e-13,0.2689242024769081,1.680993141211107e-07,1.187946113854908,0.1996929269518489,22,10,hbo,False,S22_D10 hbo,mild_master_16,0.1668546483546698,
15802,852,az_itd=0_az=5,8.0,1.1573509350176942e-13,0.940822174957164,1.680892186725543e-07,0.0766008207655501,0.0128757721121576,22,10,hbo,False,S22_D10 hbo,mild_master_16,0.1806864901051356,
15803,853,az_itd=15_az=0,8.0,1.1573509350176942e-13,0.5830086403357941,1.6809009851811568e-07,0.5720380753306772,0.0961539364384467,22,10,hbo,False,S22_D10 hbo,mild_master_16,0.2480424919971173,
15804,854,az_itd=5_az=0,8.0,1.1573509350176942e-13,0.3796947700659957,1.6805506985323896e-07,0.9297619019268104,0.1562512013751903,22,10,hbo,False,S22_D10 hbo,mild_master_16,0.3056102347399032,
15809,867,az_itd=0_az=15,8.0,3.928779465852829e-16,0.7641204165472734,1.7546153357089453e-08,0.3104941979940149,0.0054479788144894,22,11,hbo,False,S22_D11 hbo,mild_master_16,0.0282420861955385,
15810,868,az_itd=0_az=5,8.0,3.928779465852829e-16,0.0867720454745204,1.75421168267821e-08,-1.9516398312159176,-0.0342358939229909,22,11,hbo,False,S22_D11 hbo,mild_master_16,-0.0554438170224054,
15811,869,az_itd=15_az=0,8.0,3.928779465852829e-16,0.7338553471103124,1.7548296552061212e-08,-0.3521043281059277,-0.006178831166867,22,11,hbo,False,S22_D11 hbo,mild_master_16,-0.0625449105646089,
15812,870,az_itd=5_az=0,8.0,3.928779465852829e-16,0.0714118693310727,1.7543664029398985e-08,2.077321635515549,0.0364438328544864,22,11,hbo,False,S22_D11 hbo,mild_master_16,0.0021598837694873,
15817,883,az_itd=0_az=15,8.0,3.171762958979497e-15,0.7173572835590938,4.770773031648345e-08,0.3750694505821428,0.0178937121983244,22,19,hbo,False,S22_D19 hbo,mild_master_16,0.0505699434229623,
15818,884,az_itd=0_az=5,8.0,3.171762958979497e-15,0.400040511573379,4.7697824525211545e-08,-0.8888094914333309,-0.0423942791587295,22,19,hbo,False,S22_D19 hbo,mild_master_16,0.115229798696138,
15819,885,az_itd=15_az=0,8.0,3.171762958979497e-15,0.7628737236276109,4.771245313054244e-08,-0.3121959436619256,-0.014895634329515,22,19,hbo,False,S22_D19 hbo,mild_master_16,0.0441500024512832,
15820,886,az_itd=5_az=0,8.0,3.171762958979497e-15,0.0600735292331999,4.77000689545892e-08,2.1883692600988134,0.1043853646048167,22,19,hbo,False,S22_D19 hbo,mild_master_16,0.1162786158762704,
15825,947,az_itd=0_az=15,8.0,1.1699441530879878e-15,0.0671157682269742,3.1117590588770136e-08,2.117212322690799,0.0658825462469913,23,9,hbo,False,S23_D9 hbo,mild_master_16,0.1383622819275702,
15826,948,az_itd=0_az=5,8.0,1.1699441530879878e-15,0.0092206188704645,3.111000229213771e-08,3.41018515985666,0.1060908681397547,23,9,hbo,True,S23_D9 hbo,mild_master_16,0.104774419294614,
15827,949,az_itd=15_az=0,8.0,1.1699441530879878e-15,0.0189050121301967,3.1121993758162674e-08,2.93321088137548,0.0912873707415425,23,9,hbo,True,S23_D9 hbo,mild_master_16,0.0403122078668369,
15828,950,az_itd=5_az=0,8.0,1.1699441530879878e-15,0.0507688295913719,3.1113870263588456e-08,2.296228707516001,0.0714445621011802,23,9,hbo,False,S23_D9 hbo,mild_master_16,0.0647003757083578,
15833,899,az_itd=0_az=15,8.0,7.954763453982231e-16,0.0061066500959427,2.565884077593316e-08,3.6926737164719134,0.0947497269284262,23,10,hbo,True,S23_D10 hbo,mild_master_16,0.1700699916211512,
15834,900,az_itd=0_az=5,8.0,7.954763453982231e-16,0.0005724089289814,2.565258364318708e-08,5.501975777072447,0.1411398938241402,23,10,hbo,True,S23_D10 hbo,mild_master_16,0.1743273376254899,
15835,901,az_itd=15_az=0,8.0,7.954763453982231e-16,0.010967146511532,2.56624715269076e-08,3.293346197443374,0.08451540302014,23,10,hbo,True,S23_D10 hbo,mild_master_16,0.057178656066693,
15836,902,az_itd=5_az=0,8.0,7.954763453982231e-16,0.000203594749005,2.565577308239824e-08,6.425220225386123,0.164843992106942,23,10,hbo,True,S23_D10 hbo,mild_master_16,0.1368837700175128,
15841,915,az_itd=0_az=15,8.0,5.865468325892888e-16,0.0384682663302744,2.0515860674909293e-08,-2.474025556710976,-0.0507567636276472,23,11,hbo,True,S23_D11 hbo,mild_master_16,-0.025918240584313,
15842,916,az_itd=0_az=5,8.0,5.865468325892888e-16,0.0082817676827895,2.051160086560248e-08,-3.483107010585545,-0.0714441007733125,23,11,hbo,True,S23_D11 hbo,mild_master_16,-0.0337304032913783,
15843,917,az_itd=15_az=0,8.0,5.865468325892888e-16,0.0178448878327417,2.051789163707381e-08,-2.97096291484703,-0.0609578951445963,23,11,hbo,True,S23_D11 hbo,mild_master_16,-0.0634076298469202,
15844,918,az_itd=5_az=0,8.0,5.865468325892888e-16,0.1516688142873908,2.0512566042526666e-08,-1.5848117815972578,-0.032508556334988,23,11,hbo,False,S23_D11 hbo,mild_master_16,-0.005894623170749,
15849,931,az_itd=0_az=15,8.0,7.566787578794762e-16,2.78771416740242e-05,2.5025292828622608e-08,8.511530586239704,0.2130035453404264,23,19,hbo,True,S23_D19 hbo,mild_master_16,0.2077809295893362,
15850,932,az_itd=0_az=5,8.0,7.566787578794762e-16,7.409600588819898e-05,2.5019190192084757e-08,7.429244920987728,0.1858736916617716,23,19,hbo,True,S23_D19 hbo,mild_master_16,0.1667366961810992,
15851,933,az_itd=15_az=0,8.0,7.566787578794762e-16,2.625237295942047e-05,2.5028833931945117e-08,8.581952179803537,0.214796255920197,23,19,hbo,True,S23_D19 hbo,mild_master_16,0.1481582520011366,
15852,934,az_itd=5_az=0,8.0,7.566787578794762e-16,4.4955265431314085e-06,2.502230088016748e-08,10.88367157645698,0.2723345048670333,23,19,hbo,True,S23_D19 hbo,mild_master_16,0.1995832573222176,
15857,995,az_itd=0_az=15,8.0,6.404563488900674e-16,0.0001562537600437,2.3023331381294333e-08,6.677752119080352,0.1537440999197274,24,9,hbo,True,S24_D9 hbo,mild_master_16,0.2256658637827849,
15858,996,az_itd=0_az=5,8.0,6.404563488900674e-16,1.0448370317329451e-05,2.30177169405654e-08,9.725036313958444,0.223848133111415,24,9,hbo,True,S24_D9 hbo,mild_master_16,0.1824120218258804,
15859,997,az_itd=15_az=0,8.0,6.404563488900674e-16,0.0001150650196139,2.302658920512112e-08,6.978670976927009,0.1606949897833995,24,9,hbo,True,S24_D9 hbo,mild_master_16,0.0756986653359076,
15860,998,az_itd=5_az=0,8.0,6.404563488900674e-16,0.0001698370822197,2.30205787813056e-08,6.597452199581692,0.1518771681163682,24,9,hbo,True,S24_D9 hbo,mild_master_16,0.104681928442468,
15865,963,az_itd=0_az=15,8.0,1.1583675919377792e-15,0.0231667283662575,3.012841567287926e-08,2.800870626964009,0.0843857944951296,24,10,hbo,True,S24_D10 hbo,mild_master_16,0.1409795958354287,
15866,964,az_itd=0_az=5,8.0,1.1583675919377792e-15,0.0051107860735094,3.0121484566071924e-08,3.817095512440386,0.1149765835651954,24,10,hbo,True,S24_D10 hbo,mild_master_16,0.1174265277651064,
15867,965,az_itd=15_az=0,8.0,1.1583675919377792e-15,0.0272303695646852,3.013209574267366e-08,2.696282107082972,0.0812446305998819,24,10,hbo,True,S24_D10 hbo,mild_master_16,0.0476471615471962,
15868,966,az_itd=5_az=0,8.0,1.1583675919377792e-15,0.0523786484356063,3.012414126025571e-08,2.276229831081675,0.0685694689723123,24,10,hbo,False,S24_D10 hbo,mild_master_16,0.0498943468029785,
15873,979,az_itd=0_az=15,8.0,2.309307262066768e-15,0.0045962997569324,4.3718399817596276e-08,3.891989901955898,0.1701515706197552,24,19,hbo,True,S24_D19 hbo,mild_master_16,0.1868775566723438,
15874,980,az_itd=0_az=5,8.0,2.309307262066768e-15,0.0057968540553083,4.3707738703421495e-08,3.7289036924715497,0.16298194824077,24,19,hbo,True,S24_D19 hbo,mild_master_16,0.1627931620982077,
15875,981,az_itd=15_az=0,8.0,2.309307262066768e-15,0.0045531489757279,4.3724586013774235e-08,3.898675664659113,0.1704679794391957,24,19,hbo,True,S24_D19 hbo,mild_master_16,0.0402786268771217,
15876,982,az_itd=5_az=0,8.0,2.309307262066768e-15,0.0023464868798411,4.371317297770709e-08,4.380731628606855,0.1914956794502039,24,19,hbo,True,S24_D19 hbo,mild_master_16,0.0916652487006676,
15881,731,az_itd=0_az=15,8.0,3.535610951278744e-15,0.8309857001966765,3.3623829139178874e-08,0.2205255491276129,0.0074149133846904,1,7,hbr,False,S1_D7 hbr,mild_master_16,,0.0181252712370629
15882,732,az_itd=0_az=5,8.0,3.535610951278744e-15,0.1243918493472957,3.3621202306525704e-08,1.716565185829326,0.0577129853851066,1,7,hbr,False,S1_D7 hbr,mild_master_16,,-0.0222022970404751
15883,733,az_itd=15_az=0,8.0,3.535610951278744e-15,0.9237056114420172,3.3623015861980575e-08,-0.0988289080833687,-0.0033229259441093,1,7,hbr,False,S1_D7 hbr,mild_master_16,,-0.0024951360657531
15884,734,az_itd=5_az=0,8.0,3.535610951278744e-15,0.6848472800217844,3.3615625301515206e-08,0.4209861687720634,0.0141517133065621,1,7,hbr,False,S1_D7 hbr,mild_master_16,,8.61158285303048e-05
15889,1019,az_itd=0_az=15,8.0,5.974501885377661e-14,0.7664004909989577,1.2077700594480473e-07,-0.3073844578689777,-0.0371249744953821,2,6,hbr,False,S2_D6 hbr,mild_master_16,,0.0161231635890458
15890,1020,az_itd=0_az=5,8.0,5.974501885377661e-14,0.9874450831276358,1.2076975250622478e-07,-0.0162342501530186,-0.0019606063731042,2,6,hbr,False,S2_D6 hbr,mild_master_16,,-0.0207457756765801
15891,1021,az_itd=15_az=0,8.0,5.974501885377661e-14,0.5380876444954823,1.2077038466295398e-07,-0.6432037546365517,-0.0776799648641125,2,6,hbr,False,S2_D6 hbr,mild_master_16,,0.1055981755296181
15892,1022,az_itd=5_az=0,8.0,5.974501885377661e-14,0.1921197892704582,1.2074521705719556e-07,-1.4245007246233794,-0.1720016491927823,2,6,hbr,False,S2_D6 hbr,mild_master_16,,-0.1633805267823656
15897,1035,az_itd=0_az=15,8.0,2.3658091221657786e-13,0.5829878253520793,2.403384516873592e-07,-0.572070310083273,-0.1374904925817213,3,5,hbr,False,S3_D5 hbr,mild_master_16,,0.088567837261005
15898,1036,az_itd=0_az=5,8.0,2.3658091221657786e-13,0.2209346804359125,2.403240178124334e-07,1.3276233452827135,0.3190597764799252,3,5,hbr,False,S3_D5 hbr,mild_master_16,,0.3563317281254273
15899,1037,az_itd=15_az=0,8.0,2.3658091221657786e-13,0.507426777198468,2.403252757635503e-07,-0.6938374657363581,-0.1667466802881731,3,5,hbr,False,S3_D5 hbr,mild_master_16,,-0.2926249512677907
15900,1038,az_itd=5_az=0,8.0,2.3658091221657786e-13,0.7775702476513116,2.4027519385140704e-07,-0.2921972540565537,-0.0702077518612872,3,5,hbr,False,S3_D5 hbr,mild_master_16,,-0.0065504922124644
15905,1051,az_itd=0_az=15,8.0,8.048543907777622e-14,0.9787569615690076,1.315168757095829e-07,0.0274710344365366,0.0036129046216036,5,3,hbr,False,S5_D3 hbr,mild_master_16,,-0.0883590541252508
15906,1052,az_itd=0_az=5,8.0,8.048543907777622e-14,0.8215782264624706,1.315096655889815e-07,-0.2330453363093445,-0.0306477142451136,5,3,hbr,False,S5_D3 hbr,mild_master_16,,-0.1520534281601669
15907,1053,az_itd=15_az=0,8.0,8.048543907777622e-14,0.6559971006088026,1.315077525632541e-07,0.4625653293472387,0.0608309268761368,5,3,hbr,False,S5_D3 hbr,mild_master_16,,0.0535175469703247
15908,1054,az_itd=5_az=0,8.0,8.048543907777622e-14,0.2912425392476335,1.3148123073469097e-07,-1.1299315002997845,-0.1485647843053114,5,3,hbr,False,S5_D3 hbr,mild_master_16,,-0.152476848886694
15913,1067,az_itd=0_az=15,8.0,5.6942316930758614e-18,0.0003818987525107,2.170905725148186e-09,-5.852028391929416,-0.0127042019397693,6,1,hbr,True,S6_D1 hbr,mild_master_16,,-0.0003620673492242
15914,1068,az_itd=0_az=5,8.0,5.6942316930758614e-18,0.4202238450900862,2.170376330799467e-09,-0.8496387394238715,-0.0018440358097758,6,1,hbr,False,S6_D1 hbr,mild_master_16,,-0.0040892566131713
15915,1069,az_itd=15_az=0,8.0,5.6942316930758614e-18,0.0066724104616281,2.1712129104238514e-09,-3.631305146550321,-0.0078843366158786,6,1,hbr,True,S6_D1 hbr,mild_master_16,,-0.0031553847139666
15916,1070,az_itd=5_az=0,8.0,5.6942316930758614e-18,0.0008803338014128,2.1706461782140075e-09,-5.144422679161885,-0.0111667214276402,6,1,hbr,True,S6_D1 hbr,mild_master_16,,0.0008613542191106
15921,1083,az_itd=0_az=15,8.0,1.4288708561819237e-13,0.6609957302218805,1.867797961803635e-07,0.4553003341594035,0.0850409036151447,6,2,hbr,False,S6_D2 hbr,mild_master_16,,0.1482450798111665
15922,1084,az_itd=0_az=5,8.0,1.4288708561819237e-13,0.5806752968911134,1.867685788483144e-07,-0.5756555801241714,-0.1075143746058934,6,2,hbr,False,S6_D2 hbr,mild_master_16,,-0.2201790333781318
15923,1085,az_itd=15_az=0,8.0,1.4288708561819237e-13,0.4822054754633817,1.86769556469047e-07,0.7369461263445464,0.1376391011589532,6,2,hbr,False,S6_D2 hbr,mild_master_16,,-0.0235902780766476
15924,1086,az_itd=5_az=0,8.0,1.4288708561819237e-13,0.8289764215176496,1.867306351508944e-07,0.2231962480944757,0.041677577169978,6,2,hbr,False,S6_D2 hbr,mild_master_16,,0.1157887290117745
15929,1131,az_itd=0_az=15,8.0,5.956820500812292e-17,0.0008357344191727,7.0215121814360065e-09,-5.186838151144606,-0.0364194472613988,7,7,hbr,True,S7_D7 hbr,mild_master_16,,0.0059288622785389
15930,1132,az_itd=0_az=5,8.0,5.956820500812292e-17,0.0142778350293324,7.0197999242775045e-09,-3.1177191402371904,-0.0218857645845555,7,7,hbr,True,S7_D7 hbr,mild_master_16,,-0.0039297012192787
15931,1133,az_itd=15_az=0,8.0,5.956820500812292e-17,0.0127008488347444,7.022505732252172e-09,-3.195347912011349,-0.0224393490286397,7,7,hbr,True,S7_D7 hbr,mild_master_16,,-0.0208520883682852
15932,1134,az_itd=5_az=0,8.0,5.956820500812292e-17,0.0008429333120389,7.020672710638689e-09,-5.179826538532305,-0.0363658668249158,7,7,hbr,True,S7_D7 hbr,mild_master_16,,0.0046144014927227
15937,1147,az_itd=0_az=15,8.0,1.9950156788787766e-17,0.0003048833097207,4.063465281332779e-09,-6.053047857455492,-0.0245963498150161,7,8,hbr,True,S7_D8 hbr,mild_master_16,,0.0027980645866007
15938,1148,az_itd=0_az=5,8.0,1.9950156788787766e-17,0.0308648740290514,4.062474369783173e-09,-2.615512065257042,-0.0106254507289653,7,8,hbr,True,S7_D8 hbr,mild_master_16,,-0.0119273026274078
15939,1149,az_itd=15_az=0,8.0,1.9950156788787766e-17,0.0023370037260662,4.064040265629952e-09,-4.383755030822754,-0.0178157569599215,7,8,hbr,True,S7_D8 hbr,mild_master_16,,-0.0146855457280647
15940,1150,az_itd=5_az=0,8.0,1.9950156788787766e-17,0.0184697921679135,4.062979465692011e-09,-2.948436378654838,-0.0119794364623739,7,8,hbr,True,S7_D8 hbr,mild_master_16,,8.467590880878636e-05
15945,1099,az_itd=0_az=15,8.0,6.038060441589462e-17,0.001243718809333,7.069230212617907e-09,4.867620717180344,0.0344103314374561,7,17,hbr,True,S7_D17 hbr,mild_master_16,,0.0049504793331813
15946,1100,az_itd=0_az=5,8.0,6.038060441589462e-17,0.2142995433610308,7.067506319000141e-09,1.34891696028045,0.0095334791405885,7,17,hbr,False,S7_D17 hbr,mild_master_16,,-0.019632743192954
15947,1101,az_itd=15_az=0,8.0,6.038060441589462e-17,0.0055973157013922,7.070230515581988e-09,3.7533516020752633,0.026537061032701,7,17,hbr,True,S7_D17 hbr,mild_master_16,,0.0069522309388078
15948,1102,az_itd=5_az=0,8.0,6.038060441589462e-17,0.000164942759933,7.068385036796852e-09,6.625540177644639,0.0468318690523597,7,17,hbr,True,S7_D17 hbr,mild_master_16,,0.0333321573649656
15953,1115,az_itd=0_az=15,8.0,4.228078430198688e-17,0.0004028418795745,5.915547068318893e-09,5.805041585631114,0.0343399967333494,7,18,hbr,True,S7_D18 hbr,mild_master_16,,0.0142032927664125
15954,1116,az_itd=0_az=5,8.0,4.228078430198688e-17,0.2374494666212943,5.9141045104264556e-09,1.2769044434280223,0.0075517463282612,7,18,hbr,False,S7_D18 hbr,mild_master_16,,-0.0067573643110671
15955,1117,az_itd=15_az=0,8.0,4.228078430198688e-17,0.0065214578258321,5.916384123993786e-09,3.647120275588297,0.0215777644967864,7,18,hbr,True,S7_D18 hbr,mild_master_16,,0.0094867550283963
15956,1118,az_itd=5_az=0,8.0,4.228078430198688e-17,7.644414074426116e-05,5.914839823371411e-09,7.396592569738376,0.0437496602887416,7,18,hbr,True,S7_D18 hbr,mild_master_16,,0.0336494756164089
15961,1211,az_itd=0_az=15,8.0,2.2921774153818373e-16,0.0244628366649738,1.28251516381966e-08,-2.7655858638985182,-0.0354690580729514,8,6,hbr,True,S8_D6 hbr,mild_master_16,,-0.0021743528497701
15962,1212,az_itd=0_az=5,8.0,2.2921774153818373e-16,0.0421294943295365,1.2822488688726656e-08,-2.415735225838232,-0.0309757376082692,8,6,hbr,True,S8_D6 hbr,mild_master_16,,-0.0053830432657025
15963,1213,az_itd=15_az=0,8.0,2.2921774153818373e-16,0.134237965978462,1.282642126066792e-08,-1.6661856588675548,-0.0213711991591187,8,6,hbr,False,S8_D6 hbr,mild_master_16,,-0.00315429693738
15964,1214,az_itd=5_az=0,8.0,2.2921774153818373e-16,0.0044255753259042,1.2823092053148285e-08,-3.9188465735799,-0.0502517303551797,8,6,hbr,True,S8_D6 hbr,mild_master_16,,0.0060429593494808
15969,1227,az_itd=0_az=15,8.0,6.1041794727685195e-18,0.0037466054409051,2.2476932631970652e-09,-4.03791174628402,-0.0090759870295068,8,7,hbr,True,S8_D7 hbr,mild_master_16,,0.0090419483180291
15970,1228,az_itd=0_az=5,8.0,6.1041794727685195e-18,0.0805058701695695,2.247145143535577e-09,-2.0000831229155165,-0.004494477076327,8,7,hbr,False,S8_D7 hbr,mild_master_16,,0.0006031746977249
15971,1229,az_itd=15_az=0,8.0,6.1041794727685195e-18,0.0081828363231189,2.2480113139841942e-09,-3.491297056243291,-0.0078484752829146,8,7,hbr,True,S8_D7 hbr,mild_master_16,,-0.0033320809799063
15972,1230,az_itd=5_az=0,8.0,6.1041794727685195e-18,0.0385373935034762,2.2474245357766723e-09,-2.4728739250151093,-0.0055575975329613,8,7,hbr,True,S8_D7 hbr,mild_master_16,,0.0094822965796265
15977,1243,az_itd=0_az=15,8.0,7.093308400829574e-17,0.140682176763042,7.662100040368822e-09,-1.6350302661407543,-0.0125277654682013,8,8,hbr,False,S8_D8 hbr,mild_master_16,,0.0247526569198876
15978,1244,az_itd=0_az=5,8.0,7.093308400829574e-17,0.2748224480523629,7.660231570258072e-09,-1.1722441680485105,-0.0089796617841361,8,8,hbr,False,S8_D8 hbr,mild_master_16,,0.0038695583328733
15979,1245,az_itd=15_az=0,8.0,7.093308400829574e-17,0.3474811477306332,7.663184234991283e-09,-0.998051961228971,-0.0076482560549919,8,8,hbr,False,S8_D8 hbr,mild_master_16,,-0.0120326821524206
15980,1246,az_itd=5_az=0,8.0,7.093308400829574e-17,0.9478566222360688,7.661183982821132e-09,-0.0674786965356731,-0.0005169667090807,8,8,hbr,False,S8_D8 hbr,mild_master_16,,0.0269147653141913
15985,1163,az_itd=0_az=15,8.0,5.1868142575955467e-17,0.0018359983941176,6.551997828998117e-09,4.565749743213019,0.0299147824052804,8,16,hbr,True,S8_D16 hbr,mild_master_16,,0.0327317946442704
15986,1164,az_itd=0_az=5,8.0,5.1868142575955467e-17,0.0188259667442434,6.550400067021025e-09,2.935948913174612,0.0192316399576292,8,16,hbr,True,S8_D16 hbr,mild_master_16,,-0.0228696187625481
15987,1165,az_itd=15_az=0,8.0,5.1868142575955467e-17,0.0044784637327883,6.5529249430758705e-09,3.9104095503919343,0.0256246202804054,8,16,hbr,True,S8_D16 hbr,mild_master_16,,-0.0032955154259204
15988,1166,az_itd=5_az=0,8.0,5.1868142575955467e-17,0.6823759303140091,6.551214491919238e-09,0.424515643000888,0.0027810930324738,8,16,hbr,False,S8_D16 hbr,mild_master_16,,0.0074752657978409
15993,1179,az_itd=0_az=15,8.0,9.13271674100104e-17,0.0093719645385418,8.694075169061815e-09,3.399169922438721,0.0295526388180962,8,17,hbr,True,S8_D17 hbr,mild_master_16,,0.0137861848775622
15994,1180,az_itd=0_az=5,8.0,9.13271674100104e-17,0.1814639781380281,8.691955042789851e-09,1.4635699489076954,0.0127212841978839,8,17,hbr,False,S8_D17 hbr,mild_master_16,,-0.0215593354000127
15995,1181,az_itd=15_az=0,8.0,9.13271674100104e-17,0.0151914265290708,8.695305389170652e-09,3.076756962484274,0.0267533413970578,8,17,hbr,True,S8_D17 hbr,mild_master_16,,0.0048353084919879
15996,1182,az_itd=5_az=0,8.0,9.13271674100104e-17,0.0020613937715058,8.693035731683441e-09,4.477947763450859,0.0389269599122902,8,17,hbr,True,S8_D17 hbr,mild_master_16,,0.0301833697250326
16001,1195,az_itd=0_az=15,8.0,7.136258069711543e-17,0.001114232371305,7.478050071918898e-09,4.954738681373679,0.0370517839525857,8,18,hbr,True,S8_D18 hbr,mild_master_16,,0.0129822013397603
16002,1196,az_itd=0_az=5,8.0,7.136258069711543e-17,0.4047971191833145,7.476329730420629e-09,0.8794534858157206,0.0065750842425261,8,18,hbr,False,S8_D18 hbr,mild_master_16,,-0.0105544423880203
16003,1197,az_itd=15_az=0,8.0,7.136258069711543e-17,0.1831060780872175,7.478963486898612e-09,1.4574193052949225,0.0108999857694018,8,18,hbr,False,S8_D18 hbr,mild_master_16,,0.0018254488815573
16004,1198,az_itd=5_az=0,8.0,7.136258069711543e-17,0.0010746709358901,7.476989137551356e-09,4.983575793495378,0.0372621420741288,8,18,hbr,True,S8_D18 hbr,mild_master_16,,0.0325602564080894
16009,1307,az_itd=0_az=15,8.0,6.918636706040563e-17,0.5394112701054128,7.363145094529008e-09,-0.6410579952270808,-0.0047202030328648,9,5,hbr,False,S9_D5 hbr,mild_master_16,,0.0067481046140061
16010,1308,az_itd=0_az=5,8.0,6.918636706040563e-17,0.249560321832802,7.361451187167855e-09,-1.2415736652651763,-0.0091397839321226,9,5,hbr,False,S9_D5 hbr,mild_master_16,,-0.0234200740200012
16011,1309,az_itd=15_az=0,8.0,6.918636706040563e-17,0.4787973796806577,7.364044474308825e-09,-0.742881850819333,-0.0054706149885904,9,5,hbr,False,S9_D5 hbr,mild_master_16,,-0.0004995982720863
16012,1310,az_itd=5_az=0,8.0,6.918636706040563e-17,0.4111007500267502,7.362100462090222e-09,-0.867174891592473,-0.0063842286701059,9,5,hbr,False,S9_D5 hbr,mild_master_16,,0.0101944052316928
16017,1323,az_itd=0_az=15,8.0,2.6638396953114485e-17,0.0006950747112999,4.695452375664235e-09,-5.338873929764659,-0.0250684282768853,9,6,hbr,True,S9_D6 hbr,mild_master_16,,0.0013303140268088
16018,1324,az_itd=0_az=5,8.0,2.6638396953114485e-17,0.4954397654223123,4.694307348534055e-09,0.7141507799638499,0.0033524432543456,9,6,hbr,False,S9_D6 hbr,mild_master_16,,0.0153446481910155
16019,1325,az_itd=15_az=0,8.0,2.6638396953114485e-17,0.0062554844053635,4.6961167867511295e-09,-3.675959436107265,-0.0172627348153195,9,6,hbr,True,S9_D6 hbr,mild_master_16,,0.0054407649771978
16020,1326,az_itd=5_az=0,8.0,2.6638396953114485e-17,0.1153732498515048,4.694891001554541e-09,-1.766080361542164,-0.0082915547974264,9,6,hbr,False,S9_D6 hbr,mild_master_16,,0.0122341291175307
16025,1259,az_itd=0_az=15,8.0,2.4961687176524505e-15,0.3529468633703656,2.82521759972792e-08,0.9861393342082478,0.0278605820278911,9,15,hbr,False,S9_D15 hbr,mild_master_16,,0.0287940557293208
16026,1260,az_itd=0_az=5,8.0,2.4961687176524505e-15,0.1719012505031683,2.8249968820395053e-08,1.5004025697479275,0.0423863258134195,9,15,hbr,False,S9_D15 hbr,mild_master_16,,-0.0067535707806813
16027,1261,az_itd=15_az=0,8.0,2.4961687176524505e-15,0.2152426358090067,2.8251492647074032e-08,1.345856109491246,0.0380224439813116,9,15,hbr,False,S9_D15 hbr,mild_master_16,,0.018977214766483
16028,1262,az_itd=5_az=0,8.0,2.4961687176524505e-15,0.4576840542946365,2.8245282782810158e-08,0.7802886888034656,0.022039474667482,9,15,hbr,False,S9_D15 hbr,mild_master_16,,0.0141512544386536
16033,1275,az_itd=0_az=15,8.0,1.5540756751613786e-17,0.8939658537595515,3.5864062133487006e-09,0.1375881127712365,0.0004934468625256,9,16,hbr,False,S9_D16 hbr,mild_master_16,,0.015565901183471
16034,1276,az_itd=0_az=5,8.0,1.5540756751613786e-17,0.967461136428222,3.585531636825379e-09,-0.0420865687377256,-0.0001509027236945,9,16,hbr,False,S9_D16 hbr,mild_master_16,,-0.0084318425141005
16035,1277,az_itd=15_az=0,8.0,1.5540756751613786e-17,0.0474751094943032,3.586913693322857e-09,-2.3391977257930034,-0.0083905003540366,9,16,hbr,True,S9_D16 hbr,mild_master_16,,-0.0074880261624666
16036,1278,az_itd=5_az=0,8.0,1.5540756751613786e-17,0.0390221427844347,3.5859774334497803e-09,-2.464856402937749,-0.0088389194376289,9,16,hbr,True,S9_D16 hbr,mild_master_16,,0.0007584459626339
16041,1291,az_itd=0_az=15,8.0,2.912176005776631e-17,0.0006637429328108,4.9094428235306175e-09,5.377343844802959,0.0263997621485244,9,17,hbr,True,S9_D17 hbr,mild_master_16,,0.0247834703256243
16042,1292,az_itd=0_az=5,8.0,2.912176005776631e-17,0.0063688081885639,4.908245612958076e-09,3.663515017427854,0.0179814315122962,9,17,hbr,True,S9_D17 hbr,mild_master_16,,-0.0171130660736657
16043,1293,az_itd=15_az=0,8.0,2.912176005776631e-17,0.0006726063881658,4.9101375144744206e-09,5.366262509358869,0.0263490868597206,9,17,hbr,True,S9_D17 hbr,mild_master_16,,0.0031534933096211
16044,1294,az_itd=5_az=0,8.0,2.912176005776631e-17,8.052771423583994e-05,4.908855865369049e-09,7.342373302892973,0.0360426522536352,9,17,hbr,True,S9_D17 hbr,mild_master_16,,0.0303963098547783
