,Unnamed: 0,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
38,731,az_itd=0_az=5,7.0,4.519444749396176e-14,0.9208185358009436,1.2104788626550324e-07,-0.1030432817422829,-0.012473171448764,5,3,hbo,False,S5_D3 hbo,mild_master_1,0.1215011537369672,
39,732,az_itd=15_az=0,7.0,4.519444749396176e-14,0.88637432501477,1.2302836893787868e-07,0.1481860001984103,0.0182310819038385,5,3,hbo,False,S5_D3 hbo,mild_master_1,0.2010516529478301,
40,733,az_itd=5_az=0,7.0,4.519444749396176e-14,0.1220674517446135,1.230477788600922e-07,1.758510491787285,0.2163808101165937,5,3,hbo,False,S5_D3 hbo,mild_master_1,0.1280615426092539,
44,744,az_itd=0_az=15,7.0,6.286219115686858e-16,0.0022725991622673,2.2708752489160666e-08,-4.675569479708535,-0.1061763500605748,6,1,hbo,True,S6_D1 hbo,mild_master_1,0.0581280458703321,
45,745,az_itd=0_az=5,7.0,6.286219115686858e-16,0.0038182984726708,2.235553250405287e-08,-4.244648417036043,-0.0948913756553258,6,1,hbo,True,S6_D1 hbo,mild_master_1,0.0364612886069993,
46,746,az_itd=15_az=0,7.0,6.286219115686858e-16,0.43433011354694,2.2712135076757072e-08,-0.8292416930540841,-0.018833849343923,6,1,hbo,False,S6_D1 hbo,mild_master_1,-0.0050025358084476,
47,747,az_itd=5_az=0,7.0,6.286219115686858e-16,0.0044589812206237,2.272700019900492e-08,-4.120104337297159,-0.0936376120936735,6,1,hbo,True,S6_D1 hbo,mild_master_1,0.1215919298634593,
51,758,az_itd=0_az=15,7.0,4.5412719972146207e-14,0.3227197550436855,1.2331555865192865e-07,-1.0638329530103188,-0.1311871549127984,6,2,hbo,False,S6_D2 hbo,mild_master_1,0.0502616968096356,
52,759,az_itd=0_az=5,7.0,4.5412719972146207e-14,0.4505246588875217,1.2133984245653782e-07,-0.7990384716974253,-0.0969552022724783,6,2,hbo,False,S6_D2 hbo,mild_master_1,0.0787398756454617,
53,760,az_itd=15_az=0,7.0,4.5412719972146207e-14,0.1012402806821754,1.2332510186806398e-07,-1.8861931011868744,-0.2326149563467107,6,2,hbo,False,S6_D2 hbo,mild_master_1,-0.1892732249827902,
54,761,az_itd=5_az=0,7.0,4.5412719972146207e-14,0.786215009393843,1.233445586051962e-07,-0.2818419796304667,-0.0347636745739346,6,2,hbo,False,S6_D2 hbo,mild_master_1,0.1819391652131613,
58,800,az_itd=0_az=15,7.0,4.376033379663e-16,0.3891475045239217,1.8946929204222183e-08,-0.9180122783748424,-0.0173935136469748,7,7,hbo,False,S7_D7 hbo,mild_master_1,0.0733167498227831,
59,801,az_itd=0_az=5,7.0,4.376033379663e-16,0.3934969778328764,1.8652221951829162e-08,-0.9091481297289646,-0.016957632702795,7,7,hbo,False,S7_D7 hbo,mild_master_1,0.0570470926547506,
60,802,az_itd=15_az=0,7.0,4.376033379663e-16,0.0583257937999356,1.8949751448541722e-08,2.2600649538834663,0.0428276691336515,7,7,hbo,False,S7_D7 hbo,mild_master_1,0.0056597905795822,
61,803,az_itd=5_az=0,7.0,4.376033379663e-16,0.0578871323260127,1.896215408576173e-08,2.265184007627526,0.0429527681852364,7,7,hbo,False,S7_D7 hbo,mild_master_1,0.1045509213929456,
65,814,az_itd=0_az=15,7.0,5.717385596363023e-16,0.1695485536040044,2.1656948358429013e-08,-1.5313195524109489,-0.0331637084668165,7,8,hbo,False,S7_D8 hbo,mild_master_1,0.116126150290228,
66,815,az_itd=0_az=5,7.0,5.717385596363023e-16,0.0081305736329339,2.132008850757212e-08,-3.6543829853002183,-0.0779117686871663,7,8,hbo,True,S7_D8 hbo,mild_master_1,0.0884710956554603,
67,816,az_itd=15_az=0,7.0,5.717385596363023e-16,0.0021067379037749,2.1660174274292432e-08,4.740463808504754,0.102679272233189,7,8,hbo,True,S7_D8 hbo,mild_master_1,0.0375313121829025,
68,817,az_itd=5_az=0,7.0,5.717385596363023e-16,0.6937154673998195,2.1674350886812955e-08,-0.4104966114946971,-0.0088972475953838,7,8,hbo,False,S7_D8 hbo,mild_master_1,0.1543723117667595,
72,772,az_itd=0_az=15,7.0,3.6811129644169847e-16,0.014133556850015,1.7377531798450437e-08,-3.2460863752262963,-0.0564089692060116,7,17,hbo,True,S7_D17 hbo,mild_master_1,0.054470062699828,
73,773,az_itd=0_az=5,7.0,3.6811129644169847e-16,0.0007201708360537,1.710723550956408e-08,-5.720201378953857,-0.0978568321518968,7,17,hbo,True,S7_D17 hbo,mild_master_1,0.0521772855610146,
74,774,az_itd=15_az=0,7.0,3.6811129644169847e-16,0.0213172897664698,1.7380120272808318e-08,2.9529524863267835,0.0513226693722478,7,17,hbo,True,S7_D17 hbo,mild_master_1,-0.0169075055320096,
75,775,az_itd=5_az=0,7.0,3.6811129644169847e-16,0.0158274019540635,1.7391495584361564e-08,-3.1645585589208265,-0.0550364062039251,7,17,hbo,True,S7_D17 hbo,mild_master_1,0.0183475960891299,
79,786,az_itd=0_az=15,7.0,6.168799447125433e-16,0.0216764671153308,2.2495665463627475e-08,-2.941192839471219,-0.0661640901807611,7,18,hbo,True,S7_D18 hbo,mild_master_1,0.0814424173625277,
80,787,az_itd=0_az=5,7.0,6.168799447125433e-16,0.0052017556387287,2.21457599096414e-08,-3.998209671439706,-0.0885433914521099,7,18,hbo,True,S7_D18 hbo,mild_master_1,0.1018144117665159,
81,788,az_itd=15_az=0,7.0,6.168799447125433e-16,0.0094616848384939,2.2499016310795612e-08,3.5406439642274794,0.0796610063018741,7,18,hbo,True,S7_D18 hbo,mild_master_1,0.0311309176247987,
82,789,az_itd=5_az=0,7.0,6.168799447125433e-16,0.4471067029866602,2.251374194653113e-08,-0.8053490008027521,-0.0181314195809698,7,18,hbo,False,S7_D18 hbo,mild_master_1,0.0535348503009982,
86,856,az_itd=0_az=15,7.0,9.645389859773532e-16,0.2006972005001115,2.6979548771145223e-08,1.412451251470784,0.0381072974259211,8,6,hbo,False,S8_D6 hbo,mild_master_1,0.1091656571355132,
87,857,az_itd=0_az=5,7.0,9.645389859773532e-16,0.4177286529637859,2.6557137717940383e-08,0.8610435823617151,0.0228668529979288,8,6,hbo,False,S8_D6 hbo,mild_master_1,0.1091907175858387,
88,858,az_itd=15_az=0,7.0,9.645389859773532e-16,0.0158675805646269,2.6983230480933606e-08,3.1627396810324893,0.085340933764494,8,6,hbo,True,S8_D6 hbo,mild_master_1,0.0459762667091143,
89,859,az_itd=5_az=0,7.0,9.645389859773532e-16,0.0022196070240192,2.6999066286620574e-08,4.695717595612946,0.1267799906272045,8,6,hbo,True,S8_D6 hbo,mild_master_1,0.1719738296345031,
93,870,az_itd=0_az=15,7.0,5.170968120555405e-16,0.4404969987015421,2.0596074282203924e-08,-0.8176485991497803,-0.0168403512848288,8,7,hbo,False,S8_D7 hbo,mild_master_1,0.1082815465012173,
94,871,az_itd=0_az=5,7.0,5.170968120555405e-16,0.1664590640796035,2.027571564274491e-08,-1.5441717669389865,-0.0313091876500098,8,7,hbo,False,S8_D7 hbo,mild_master_1,0.0901454678443745,
95,872,az_itd=15_az=0,7.0,5.170968120555405e-16,0.0432779684949776,2.0599142175318486e-08,2.462947178678969,0.0507345991039076,8,7,hbo,True,S8_D7 hbo,mild_master_1,0.0350810383226221,
96,873,az_itd=5_az=0,7.0,5.170968120555405e-16,0.111766965815632,2.06126243409362e-08,1.8187872326741537,0.0374899779832032,8,7,hbo,False,S8_D7 hbo,mild_master_1,0.1403976759137911,
100,884,az_itd=0_az=15,7.0,7.116170100862089e-16,0.0574856044689934,2.4161376877207964e-08,-2.269904286421953,-0.0548440129394306,8,8,hbo,False,S8_D8 hbo,mild_master_1,0.0772857249957613,
101,885,az_itd=0_az=5,7.0,7.116170100862089e-16,0.0581005116240316,2.378556225750022e-08,-2.262689043367104,-0.0538193311103718,8,8,hbo,False,S8_D8 hbo,mild_master_1,0.0917199366274209,
102,886,az_itd=15_az=0,7.0,7.116170100862089e-16,0.0686349905453842,2.4164975840813562e-08,2.1497891717617126,0.0519496033984643,8,8,hbo,False,S8_D8 hbo,mild_master_1,0.0223968264865859,
103,887,az_itd=5_az=0,7.0,7.116170100862089e-16,0.7354123041154628,2.4180791849250284e-08,-0.3517000452773374,-0.0085043855882231,8,8,hbo,False,S8_D8 hbo,mild_master_1,0.1095747177551804,
107,828,az_itd=0_az=15,7.0,2.7041980403564796e-16,0.2485598940548274,1.48942200602367e-08,1.2584972835640698,0.0187443354866133,8,16,hbo,False,S8_D16 hbo,mild_master_1,0.0623614409251824,
108,829,az_itd=0_az=5,7.0,2.7041980403564796e-16,0.0410265295316644,1.4662550082311662e-08,2.499428211343314,0.0366479913259639,8,16,hbo,True,S8_D16 hbo,mild_master_1,0.0965407778558818,
109,830,az_itd=15_az=0,7.0,2.7041980403564796e-16,0.0091974317487282,1.4896438632307449e-08,3.561785624043399,0.0530579209699973,8,16,hbo,True,S8_D16 hbo,mild_master_1,0.0070597950952581,
110,831,az_itd=5_az=0,7.0,2.7041980403564796e-16,0.0075374491069543,1.4906188370963825e-08,3.711749148904876,0.0553280319993407,8,16,hbo,True,S8_D16 hbo,mild_master_1,0.0757709707707304,
114,842,az_itd=0_az=15,7.0,3.784147091232206e-16,0.011017895634771,1.7619051457919236e-08,-3.427811445954328,-0.0603947862543138,8,17,hbo,True,S8_D17 hbo,mild_master_1,0.0623015811106038,
115,843,az_itd=0_az=5,7.0,3.784147091232206e-16,0.0022443032862121,1.7344998486645264e-08,-4.686262417401385,-0.0812832145378495,8,17,hbo,True,S8_D17 hbo,mild_master_1,0.0591269379839932,
116,844,az_itd=15_az=0,7.0,3.784147091232206e-16,0.2050700360678723,1.76216759078951e-08,1.3971150954961593,0.0246195094188612,8,17,hbo,False,S8_D17 hbo,mild_master_1,-0.0432033635162006,
117,845,az_itd=5_az=0,7.0,3.784147091232206e-16,0.0127404734804492,1.7633209317928877e-08,-3.321402502621137,-0.0585669855578113,8,17,hbo,True,S8_D17 hbo,mild_master_1,0.0484926175292359,
121,926,az_itd=0_az=15,7.0,5.628688772939193e-16,0.6498099623276541,2.1488303893210756e-08,-0.4741743795961919,-0.0101892031671376,9,6,hbo,False,S9_D6 hbo,mild_master_1,0.113342412743296,
122,927,az_itd=0_az=5,7.0,5.628688772939193e-16,0.0412619473027746,2.1154067198140227e-08,-2.4955182492522567,-0.0527903607388674,9,6,hbo,True,S9_D6 hbo,mild_master_1,0.0772836037081823,
123,928,az_itd=15_az=0,7.0,5.628688772939193e-16,0.2129685281909221,2.1491504688597984e-08,1.3701358595028903,0.0294462812485226,9,6,hbo,False,S9_D6 hbo,mild_master_1,0.0135262299495883,
124,929,az_itd=5_az=0,7.0,5.628688772939193e-16,0.0314535735273148,2.1505570906653065e-08,2.6818778609366074,0.0576753145013552,9,6,hbo,True,S9_D6 hbo,mild_master_1,0.1507179402844276,
128,898,az_itd=0_az=15,7.0,3.715948075576711e-14,0.7495001317305836,1.024046203927668e-07,-0.3321501759620382,-0.0340137126827832,9,15,hbo,False,S9_D15 hbo,mild_master_1,0.1046507695764758,
129,899,az_itd=0_az=5,7.0,3.715948075576711e-14,0.1800864144882849,1.0076077926930486e-07,1.489038061328562,0.1500366354211208,9,15,hbo,False,S9_D15 hbo,mild_master_1,0.1333739195939163,
130,900,az_itd=15_az=0,7.0,3.715948075576711e-14,0.6453250728901869,1.0241233667430789e-07,0.4807957785211896,0.049239419141498,9,15,hbo,False,S9_D15 hbo,mild_master_1,0.1353352241972364,
131,901,az_itd=5_az=0,7.0,3.715948075576711e-14,0.7754919839925021,1.0242327700031665e-07,0.2964457527942661,0.0303629454540145,9,15,hbo,False,S9_D15 hbo,mild_master_1,0.2613288960915779,
135,912,az_itd=0_az=15,7.0,3.935312116454349e-16,0.548658492636593,1.796751891353236e-08,0.6300655840106751,0.0113207152974776,9,16,hbo,False,S9_D16 hbo,mild_master_1,0.0928433335428243,
136,913,az_itd=0_az=5,7.0,3.935312116454349e-16,0.6242985259515907,1.7688045755942955e-08,0.5121588366507897,0.0090590889369896,9,16,hbo,False,S9_D16 hbo,mild_master_1,0.0661398492035307,
137,914,az_itd=15_az=0,7.0,3.935312116454349e-16,0.007301538597815,1.7970195269560464e-08,3.7359423564267047,0.0671356136608097,9,16,hbo,True,S9_D16 hbo,mild_master_1,0.0397711645951816,
138,915,az_itd=5_az=0,7.0,3.935312116454349e-16,7.950994082330883e-05,1.798195678597435e-08,8.172688291032213,0.1469609276745798,9,16,hbo,True,S9_D16 hbo,mild_master_1,0.1177632004997584,
142,44,az_itd=0_az=15,7.0,2.704931110088968e-16,0.0011189572878644,1.4896238729337444e-08,-5.3036252290833,-0.0790040675433618,10,5,hbo,True,S10_D5 hbo,mild_master_1,0.0671811238943279,
143,45,az_itd=0_az=5,7.0,2.704931110088968e-16,0.006217339605052,1.4664537352317712e-08,-3.8592734509728817,-0.0565944596745999,10,5,hbo,True,S10_D5 hbo,mild_master_1,0.0539766208165025,
144,46,az_itd=15_az=0,7.0,2.704931110088968e-16,0.5040113980790331,1.4898457602099522e-08,-0.7042732334287137,-0.0104925849085312,10,5,hbo,False,S10_D5 hbo,mild_master_1,0.011602059319037,
145,47,az_itd=5_az=0,7.0,2.704931110088968e-16,0.0001551437063027,1.4908208662174284e-08,-7.355924330817767,-0.109663654826996,10,5,hbo,True,S10_D5 hbo,mild_master_1,0.0716159460409626,
149,58,az_itd=0_az=15,7.0,5.46172950591453e-15,0.1334917732781083,5.1037014527007416e-08,-1.697092920640106,-0.0866145560443905,10,6,hbo,False,S10_D6 hbo,mild_master_1,0.1243510327026467,
150,59,az_itd=0_az=5,7.0,5.46172950591453e-15,0.6560339810051994,5.022435318625642e-08,-0.4650232764772782,-0.0233554932776249,10,6,hbo,False,S10_D6 hbo,mild_master_1,0.0805117970492972,
151,60,az_itd=15_az=0,7.0,5.46172950591453e-15,0.8880954289152324,5.104158438934116e-08,0.1459230005693098,0.0074481411479043,10,6,hbo,False,S10_D6 hbo,mild_master_1,0.0488102122749389,
152,61,az_itd=5_az=0,7.0,5.46172950591453e-15,0.3458818612859842,5.105684683243057e-08,1.0105458718376903,0.0515952857955619,10,6,hbo,False,S10_D6 hbo,mild_master_1,0.1977216732005182,
156,2,az_itd=0_az=15,7.0,2.3244002442900445e-15,0.0546793947154154,4.1882273161262826e-08,-2.303857672953776,-0.0964907963833213,10,14,hbo,False,S10_D14 hbo,mild_master_1,0.1765340681186749,
157,3,az_itd=0_az=5,7.0,2.3244002442900445e-15,0.3373965072942272,4.122653442868688e-08,-1.0297310761855027,-0.0424522436646504,10,14,hbo,False,S10_D14 hbo,mild_master_1,0.129488096648351,
158,4,az_itd=15_az=0,7.0,2.3244002442900445e-15,0.2297327032995406,4.1887988541322213e-08,1.3156781447847157,0.0551111110528102,10,14,hbo,False,S10_D14 hbo,mild_master_1,-0.0081579430375415,
159,5,az_itd=5_az=0,7.0,2.3244002442900445e-15,0.5451884248028938,4.19125715892129e-08,0.6356957105941222,0.0266436419792317,10,14,hbo,False,S10_D14 hbo,mild_master_1,0.1847479300927928,
163,16,az_itd=0_az=15,7.0,5.245146654676646e-16,0.0007556020456141,2.0743275581422623e-08,-5.673761606143658,-0.1176924005795329,10,15,hbo,True,S10_D15 hbo,mild_master_1,0.0797026915165829,
164,17,az_itd=0_az=5,7.0,5.245146654676646e-16,0.0391691290476144,2.0420627320781523e-08,-2.5311142171338963,-0.0516869401344229,10,15,hbo,True,S10_D15 hbo,mild_master_1,0.0532432403264389,
165,18,az_itd=15_az=0,7.0,5.245146654676646e-16,0.9130690880321608,2.0746365400941517e-08,-0.1131751569474463,-0.0023479731603406,10,15,hbo,False,S10_D15 hbo,mild_master_1,-0.0067392800972701,
166,19,az_itd=5_az=0,7.0,5.245146654676646e-16,0.012083086951025,2.075994392435383e-08,-3.3600748709632287,-0.069754965902827,10,15,hbo,True,S10_D15 hbo,mild_master_1,0.0577443322980318,
170,30,az_itd=0_az=15,7.0,6.282531985014964e-16,0.3252256647415535,2.2702091695312098e-08,-1.0579243540350782,-0.0240170956920081,10,16,hbo,False,S10_D16 hbo,mild_master_1,0.1094010943422839,
171,31,az_itd=0_az=5,7.0,6.282531985014964e-16,0.3973665536802032,2.2348975314552675e-08,0.901322934168912,0.0201436440061812,10,16,hbo,False,S10_D16 hbo,mild_master_1,0.0924379158459899,
172,32,az_itd=15_az=0,7.0,6.282531985014964e-16,0.0273068501445995,2.2705473290748386e-08,2.7797811300762723,0.0631162462030731,10,16,hbo,True,S10_D16 hbo,mild_master_1,0.0253032048137352,
173,33,az_itd=5_az=0,7.0,6.282531985014964e-16,0.000817590369129,2.272033405284853e-08,5.598081836625514,0.1271902893833155,10,16,hbo,True,S10_D16 hbo,mild_master_1,0.1500245016176691,
177,114,az_itd=0_az=15,7.0,1.7524884896022584e-13,0.997545988746199,2.2238849751697414e-07,0.0031871045402249,0.0007087753901301,11,3,hbo,False,S11_D3 hbo,mild_master_1,0.0133310435430202,
178,115,az_itd=0_az=5,7.0,1.7524884896022584e-13,0.6910995073596744,2.1881862580414334e-07,0.4142363899831414,0.0906426376141802,11,3,hbo,False,S11_D3 hbo,mild_master_1,0.1243560726355862,
179,116,az_itd=15_az=0,7.0,1.7524884896022584e-13,0.6960676259026501,2.2240525469308358e-07,0.4071394272874741,0.0905499480214668,11,3,hbo,False,S11_D3 hbo,mild_master_1,0.0517250148460536,
180,117,az_itd=5_az=0,7.0,1.7524884896022584e-13,0.129381590167966,2.2242901341270093e-07,-1.7185934169767414,-0.382265038195699,11,3,hbo,False,S11_D3 hbo,mild_master_1,-0.0895904339811412,
184,128,az_itd=0_az=15,7.0,2.983358771419834e-16,0.3410657715174328,1.5644124415645646e-08,-1.021389050023821,-0.0159787373753507,11,4,hbo,False,S11_D4 hbo,mild_master_1,0.0917470002092814,
185,129,az_itd=0_az=5,7.0,2.983358771419834e-16,0.06136907302543,1.5400790159580437e-08,-2.2255883284954945,-0.0342758188287704,11,4,hbo,False,S11_D4 hbo,mild_master_1,0.0904051030378529,
186,130,az_itd=15_az=0,7.0,2.983358771419834e-16,0.0201407928798857,1.5646454689896966e-08,2.9929943607639,0.0468297506528094,11,4,hbo,True,S11_D4 hbo,mild_master_1,0.0337348719986943,
187,131,az_itd=5_az=0,7.0,2.983358771419834e-16,0.0306604275144289,1.5656695315048437e-08,-2.6995174768356645,-0.0422655226324643,11,4,hbo,True,S11_D4 hbo,mild_master_1,0.1291256816599244,
191,72,az_itd=0_az=15,7.0,4.3175034025792163e-16,0.0051894141366317,1.881979392291177e-08,-4.000075569496429,-0.0752805978939967,11,11,hbo,True,S11_D11 hbo,mild_master_1,0.1008898481677882,
192,73,az_itd=0_az=5,7.0,4.3175034025792163e-16,0.062658403616796,1.852706417774608e-08,-2.2114996307393784,-0.0409725955877702,11,11,hbo,False,S11_D11 hbo,mild_master_1,0.0635869408174665,
193,74,az_itd=15_az=0,7.0,4.3175034025792163e-16,0.1002021864502529,1.8822597229765413e-08,1.8932047472597309,0.0356350304311497,11,11,hbo,False,S11_D11 hbo,mild_master_1,0.0548561183501846,
194,75,az_itd=5_az=0,7.0,4.3175034025792163e-16,0.3150178747222488,1.883491664438217e-08,-1.0822257663375114,-0.0203836320993696,11,11,hbo,False,S11_D11 hbo,mild_master_1,0.0945857911877521,
198,86,az_itd=0_az=15,7.0,9.0916735916387e-16,0.0014292327410006,2.7309920569419552e-08,-5.081129724775416,-0.1387652491865332,11,12,hbo,True,S11_D12 hbo,mild_master_1,0.1368064780491384,
199,87,az_itd=0_az=5,7.0,9.0916735916387e-16,0.0213024883197701,2.688513238515316e-08,-2.953441580816758,-0.0794036678920745,11,12,hbo,True,S11_D12 hbo,mild_master_1,0.0757621529401216,
200,88,az_itd=15_az=0,7.0,9.0916735916387e-16,0.8376485903529094,2.7313988525095284e-08,0.2126650925703067,0.0058087318981536,11,12,hbo,False,S11_D12 hbo,mild_master_1,0.0790344450681177,
201,89,az_itd=5_az=0,7.0,9.0916735916387e-16,0.0015344461477581,2.7331865566471163e-08,-5.017681248104549,-0.1371425893285967,11,12,hbo,True,S11_D12 hbo,mild_master_1,0.1190686212294392,
205,100,az_itd=0_az=15,7.0,1.0740577137358709e-15,0.5447913105017542,2.9683310060944783e-08,-0.6363414091870407,-0.0188887193535174,11,13,hbo,False,S11_D13 hbo,mild_master_1,0.1634958768781943,
206,101,az_itd=0_az=5,7.0,1.0740577137358709e-15,0.0165114587287768,2.9221605335302914e-08,-3.1342439798346797,-0.091587640603278,11,13,hbo,True,S11_D13 hbo,mild_master_1,0.1132708942491783,
207,102,az_itd=15_az=0,7.0,1.0740577137358709e-15,0.2075766794430721,2.96877315454134e-08,1.388454679253106,0.0412200697806392,11,13,hbo,False,S11_D13 hbo,mild_master_1,0.0369707924312831,
208,103,az_itd=5_az=0,7.0,1.0740577137358709e-15,0.4456302817148407,2.9707162204714792e-08,-0.8080852949422055,-0.0240059209320928,11,13,hbo,False,S11_D13 hbo,mild_master_1,0.2088610964011601,
212,156,az_itd=0_az=15,7.0,3.7268750309060533e-13,0.5339343751195245,2.987543496736955e-07,-0.6541073935117631,-0.1954174289653628,12,2,hbo,False,S12_D2 hbo,mild_master_1,0.267125592812938,
213,157,az_itd=0_az=5,7.0,3.7268750309060533e-13,0.9516353816514108,2.9395202864155213e-07,-0.0628598582919274,-0.0184777828650325,12,2,hbo,False,S12_D2 hbo,mild_master_1,0.1586927026150202,
214,158,az_itd=15_az=0,7.0,3.7268750309060533e-13,0.6381356505568765,2.987766997958335e-07,-0.491459119998532,-0.1468365339577258,12,2,hbo,False,S12_D2 hbo,mild_master_1,-0.3644413402859952,
215,159,az_itd=5_az=0,7.0,3.7268750309060533e-13,0.4009967375236012,2.987964678809189e-07,0.8940328804648819,0.2671338668523105,12,2,hbo,False,S12_D2 hbo,mild_master_1,0.3649132587085216,
219,170,az_itd=0_az=15,7.0,5.504164820948703e-16,0.2839055856259932,2.038076605724642e-08,1.160456465568299,0.0236509917443665,12,3,hbo,False,S12_D3 hbo,mild_master_1,0.0632452041000884,
220,171,az_itd=0_az=5,7.0,5.504164820948703e-16,0.130476384855901,2.00616702514422e-08,1.7128039722547137,0.0343617084967344,12,3,hbo,False,S12_D3 hbo,mild_master_1,0.1133766625326714,
221,172,az_itd=15_az=0,7.0,5.504164820948703e-16,0.0058657687713153,2.0383547277441172e-08,3.904371387456439,0.0795849387649069,12,3,hbo,True,S12_D3 hbo,mild_master_1,0.0555413135041154,
222,173,az_itd=5_az=0,7.0,5.504164820948703e-16,0.5821320285486379,2.0395509888594232e-08,0.5768125479667837,0.0117643860259217,12,3,hbo,False,S12_D3 hbo,mild_master_1,0.1028715172568986,
226,142,az_itd=0_az=15,7.0,1.4223838510421564e-15,0.7097213930942234,3.0721545100245105e-08,0.3877509858648508,0.0119123093999115,12,10,hbo,False,S12_D10 hbo,mild_master_1,0.1475349166562725,
227,143,az_itd=0_az=5,7.0,1.4223838510421564e-15,0.6247352937066444,3.023739335488704e-08,0.5115017915229702,0.0154664808720094,12,10,hbo,False,S12_D10 hbo,mild_master_1,0.0887877723768539,
228,144,az_itd=15_az=0,7.0,1.4223838510421564e-15,0.2061947926731781,3.0725182845570324e-08,1.3932175108683316,0.0428068627650798,12,10,hbo,False,S12_D10 hbo,mild_master_1,0.0644860342998723,
229,145,az_itd=5_az=0,7.0,1.4223838510421564e-15,0.4701097594646977,3.0740280359452936e-08,0.7635012651814076,0.0234702429464734,12,10,hbo,False,S12_D10 hbo,mild_master_1,0.0984609825712206,
233,184,az_itd=0_az=15,7.0,6.605740657614528e-14,0.2202844920903212,1.2577739088497466e-07,1.3459238423231417,0.1692867892172847,13,11,hbo,False,S13_D11 hbo,mild_master_1,0.1333912659324782,
234,185,az_itd=0_az=5,7.0,6.605740657614528e-14,0.6784542514866228,1.2375558464089905e-07,-0.4324067639145417,-0.0535127518709233,13,11,hbo,False,S13_D11 hbo,mild_master_1,-0.0213499220510123,
235,186,az_itd=15_az=0,7.0,6.605740657614528e-14,0.8746601227201427,1.2578680042177818e-07,0.1636121497435362,0.0205802488263682,13,11,hbo,False,S13_D11 hbo,mild_master_1,0.1906970906595291,
236,187,az_itd=5_az=0,7.0,6.605740657614528e-14,0.5881675772698296,1.2579512290534226e-07,-0.5674018474040821,-0.0713763851309147,13,11,hbo,False,S13_D11 hbo,mild_master_1,0.0590570663662206,
240,198,az_itd=0_az=15,7.0,6.394863838833563e-16,0.0015627820046186,2.290414952541808e-08,-5.001416924879168,-0.1145532010863891,14,1,hbo,True,S14_D1 hbo,mild_master_1,0.1074147502799785,
241,199,az_itd=0_az=5,7.0,6.394863838833563e-16,0.0098281548022541,2.25478902655518e-08,-3.5123574739937613,-0.079196250897002,14,1,hbo,True,S14_D1 hbo,mild_master_1,0.0721513424458083,
242,200,az_itd=15_az=0,7.0,6.394863838833563e-16,0.396171859534473,2.290756121842622e-08,-0.9037328443248884,-0.0207023154564748,14,1,hbo,False,S14_D1 hbo,mild_master_1,0.0084129746260194,
243,201,az_itd=5_az=0,7.0,6.394863838833563e-16,0.0538818228452572,2.2922554247340552e-08,-2.313831285307032,-0.0530389231566441,14,1,hbo,False,S14_D1 hbo,mild_master_1,0.1209491097396873,
247,212,az_itd=0_az=15,7.0,1.6652913932788917e-15,0.008439034287209,3.5450299408735056e-08,-3.626317037785427,-0.1285540247404905,14,10,hbo,True,S14_D10 hbo,mild_master_1,0.0402710627129419,
248,213,az_itd=0_az=5,7.0,1.6652913932788917e-15,0.6169966058899983,3.4895264243518135e-08,-0.5231798269895902,-0.0182564983096798,14,10,hbo,False,S14_D10 hbo,mild_master_1,0.0586107076022789,
249,214,az_itd=15_az=0,7.0,1.6652913932788917e-15,0.4095023336579773,3.5455137062449777e-08,-0.8771400831222975,-0.0310991218700696,14,10,hbo,False,S14_D10 hbo,mild_master_1,0.0023240920203279,
250,215,az_itd=5_az=0,7.0,1.6652913932788917e-15,0.0300599531110198,3.5475944825312814e-08,-2.713192054518871,-0.0962530516265885,14,10,hbo,True,S14_D10 hbo,mild_master_1,0.0347704644512508,
254,226,az_itd=0_az=15,7.0,7.400429361499174e-16,0.0740503960064258,2.3632150707121283e-08,-2.098359099950024,-0.0495887384876783,15,17,hbo,False,S15_D17 hbo,mild_master_1,0.0359392848686744,
255,227,az_itd=0_az=5,7.0,7.400429361499174e-16,0.0257745875508507,2.326214890485367e-08,-2.819964344590938,-0.0655984304902524,15,17,hbo,True,S15_D17 hbo,mild_master_1,0.0246450750596673,
256,228,az_itd=15_az=0,7.0,7.400429361499174e-16,0.9474852662549664,2.3635375620974253e-08,0.0682629963633223,0.0016134215600603,15,17,hbo,False,S15_D17 hbo,mild_master_1,-0.0134108545126122,
257,229,az_itd=5_az=0,7.0,7.400429361499174e-16,0.3187196990839562,2.3649246651573677e-08,-1.0733409834624683,-0.0253837056591465,15,17,hbo,False,S15_D17 hbo,mild_master_1,0.0171964147686131,
261,240,az_itd=0_az=15,7.0,1.469011619565621e-15,0.1050654389442303,3.1221032633096164e-08,-1.860946090470427,-0.0581006586190099,15,18,hbo,False,S15_D18 hbo,mild_master_1,0.048883828521229,
262,241,az_itd=0_az=5,7.0,1.469011619565621e-15,0.0236299620648224,3.0729009286227656e-08,-2.880640283197049,-0.0885192220126435,15,18,hbo,True,S15_D18 hbo,mild_master_1,0.0235069804861209,
263,242,az_itd=15_az=0,7.0,1.469011619565621e-15,0.4229764658681039,3.122472952285672e-08,0.8508945173823692,0.0265689511577461,15,18,hbo,False,S15_D18 hbo,mild_master_1,0.0074975750046785,
